PATRON,5.0177,,mg/L,0.6,0.1014,0.1015,0.102,0.1008
BLANCO,-0.0001,,mg/L,>100,0,0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,62.6,0.0004,0.0006,0.0002,0.0003
H,4.3347,,mg/L,0.7,0.0879,0.0873,0.0885,0.0879
C1,4.3627,,mg/L,0.5,0.0885,0.0888,0.0886,0.088
C2,4.325,,mg/L,0.7,0.0877,0.0883,0.087,0.0879
PATRON,5.041,,mg/L,1,0.1019,0.1008,0.1028,0.1021
BLANCO,0.002,,mg/L,47.5,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,42.2,0.0003,0.0002,0.0004,0.0003
C3,4.4052,,mg/L,0.5,0.0893,0.0892,0.0897,0.0889
C4,4.3106,,mg/L,0.4,0.0874,0.0871,0.0873,0.0878
T,4.3809,,mg/L,0.7,0.0888,0.089,0.0894,0.0881
PATRON,5.0504,,mg/L,0.4,0.1021,0.1016,0.1024,0.1023
BLANCO,-0.0032,,mg/L,>100,-0.0001,0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,14.2,0.0004,0.0004,0.0003,0.0003
ELY1,4.3378,,mg/L,0.8,0.088,0.0887,0.0872,0.0881
ELY2,4.3928,,mg/L,1.2,0.0891,0.0902,0.0887,0.0883
ELY3,4.3284,,mg/L,0.4,0.0878,0.0882,0.0875,0.0877
PATRON,5.0522,,mg/L,0.6,0.1021,0.1022,0.1015,0.1028
BLANCO,0.0015,,mg/L,>100,0,0,0.0001,0
BLANCO REACTIVO,0,,mg/L,37.1,0.0004,0.0003,0.0003,0.0006
ELY4,4.367,,mg/L,0.7,0.0885,0.0883,0.0881,0.0892
ELY5,4.3196,,mg/L,0.1,0.0876,0.0876,0.0877,0.0875
PATRON,5.055,,mg/L,0.9,0.1022,0.1032,0.1017,0.1016
BLANCO,-0.0026,,mg/L,39.3,-0.0001,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,41.8,0.0003,0.0001,0.0004,0.0003
