Analista,GGP,,,,,,,,,,,,
Fecha de inicio,04/10/2024 12:00 p. m.  GMT: 04/10/2024 06:00 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005633_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5121,,mg/L,2.4,0.0166,0.0008,,,,0.0162,0.0169,0.0167
,BLANCO,-0.006,,mg/L,>100,-0.0002,-0.0002,,,,-0.0001,-0.0004,-0.0001
,BLANCO REACTIVO,0,,mg/L,44,-0.0001,0.0005,,,,-0.0001,-0.0001,-0.0002
,SA005633-001,0.0066,,mg/L,37.8,0.0006,0.0003,20,,,0.0004,0.0008,0.0006
,SA005633-002,0,,mg/L,>100,0,0.0009,20,,,-0.0002,0,0.0002
,SA005633-003,0.0008,,mg/L,>100,0.0001,0.0008,20.02,,,0.0003,0.0001,-0.0001
,SA005633-004,-0.0036,,mg/L,41.7,-0.0003,0.0011,2,,,-0.0003,-0.0002,-0.0005
,SA005633-005,0.0002,,mg/L,>100,0,0.0011,20.02,,,0.0002,0,-0.0001
,PATRON,0.4928,,mg/L,0.6,0.016,0.0015,,,,0.0159,0.0161,0.0159
,SA005633-006,0.1899,,mg/L,0.8,0.0176,0.0008,20.02,,,0.0176,0.0175,0.0178
,SA005633-007,0.2256,,mg/L,0.6,0.021,0.001,20.06,,,0.0209,0.0212,0.0209
,SA005633-008,0.2453,,mg/L,1.6,0.0228,0.0009,20.03,,,0.0226,0.0226,0.0232
,SA005633-009,0.1173,,mg/L,3.6,0.0109,0.001,20.03,,,0.0113,0.0106,0.0107
,SA005633-010,0.2069,,mg/L,0.9,0.0193,0.0009,20.08,,,0.0191,0.0194,0.0192
,PATRON,0.4876,,mg/L,2.4,0.0158,0.0017,,,,0.016,0.0161,0.0154
,BLANCO,0.0043,,mg/L,>100,0.0001,0.0003,,,,0.0002,-0.0004,0.0007
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0.0007,,,,-0.0003,-0.0004,0
