PATRON,4.9329,,mg/L,0.7,0.048,1,1,1,0.0482,0.0477,0.0482
BLANCO,-0.0054,,mg/L,>100,-0.0001,1,1,1,0,-0.0002,0
BLANCO REACTIVO,0,,mg/L,4.7,-0.0018,1,1,1,-0.0018,-0.0019,-0.0017
FASE 1,0.0018,,mg/L,>100,0,1,1,1,0,0.0001,0
FASE 2,0.0128,,mg/L,37.5,0.0001,1,1,1,0.0001,0.0002,0.0001
FASE 3,0.0231,,mg/L,21.2,0.0002,1,1,1,0.0003,0.0002,0.0002
VSP NORTE,0.0003,,mg/L,>100,0,1,1,1,0,0.0001,-0.0001
CELDA 8.1,0.0191,,mg/L,57,0.0002,1,1,1,0.0001,0.0003,0.0001
CELDA 8.2,0.0137,,mg/L,96.9,0.0001,1,1,1,0.0003,0.0001,0.0001
CELDA 8.3,0.129,,mg/L,14.3,0.0013,1,1,1,0.0015,0.0012,0.0011
PATRON,5.0722,,mg/L,0.3,0.0494,1,1,1,0.0494,0.0493,0.0495
BLANCO,-0.039,,mg/L,24.9,-0.0004,1,1,1,-0.0004,-0.0004,-0.0003
BLANCO REACTIVO,0,,mg/L,4.2,-0.0026,1,1,1,-0.0024,-0.0026,-0.0027
