Analista,GGP,,,,,,,,
Fecha de inicio,04:49 a. m. 03/01/2026  GMT: 10:49 a. m. 03/01/2026,,,,,,,,
Hoja de trabajo,SA007513,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5046,,mg/L,1,1.7,0.0192,0.0005,
,BLANCO,-0.0063,,mg/L,1,98,-0.0002,-0.0003,
,BLANCO REACTIVO,0,,mg/L,1,4.2,-0.0014,0.0015,
,SA007513-001,0.024,,mg/L,1,5.4,0.0039,0.0026,30.02
,SA007513-002,0.0014,,mg/L,1,21.2,0.0002,0.0038,3
,SA007513-003,0.0321,,mg/L,1,1.9,0.0052,0.0024,30
,SA007513-004,0.0266,,mg/L,1,4.1,0.0043,0.0023,30.01
,SA007513-005,0.0222,,mg/L,1,10.8,0.0036,0.0023,30.01
,PATRON,0.4931,,mg/L,1,0.7,0.0187,0.0036,
,SA007513-006,0.0226,,mg/L,1,4.6,0.0037,0.0025,30.02
,SA007513-007,0.0217,,mg/L,1,11.7,0.0035,0.0039,30
,SA007513-008,0.0205,,mg/L,1,16.5,0.0033,0.0025,30.02
,SA007513-009,0.1173,,mg/L,1,0.9,0.0191,0.0022,30.04
,SA007513-010,0.0047,,mg/L,1,40.1,0.0008,0.0034,30
,PATRON,0.499,,mg/L,1,2.3,0.019,0.0033,
,BLANCO,-0.0013,,mg/L,1,>100,-0.0001,0.0024,
,BLANCO REACTIVO,0,,mg/L,1,21.2,-0.0014,0.001,
,SA007513-011,0.114,,mg/L,1,0.5,0.0186,0.0027,30.02
,SA007513-012,0.0356,,mg/L,1,4.7,0.0058,0.0031,30.01
,SA007513-013,0.0086,,mg/L,1,13.9,0.0014,0.0028,30.03
,SA007513-014,0.6513,,mg/L,1,1.5,0.1049,0.0027,30.02
,PATRON,0.4819,,mg/L,1,1.5,0.0183,0.0031,
,BLANCO,0.0093,,mg/L,1,42.1,0.0004,0.0036,
,BLANCO REACTIVO,0,,mg/L,1,11.9,-0.0022,0.0013,
