PATRON,4.8905,,mg/L,0.9,0.0513,1,1,1,0.0517,0.0508,0.0514
BLANCO,-0.0316,,mg/L,67.7,-0.0003,1,1,1,-0.0001,-0.0003,-0.0006
BLANCO REACTIVO,0,,mg/L,69.5,-0.0001,1,1,1,-0.0002,0,-0.0001
FASE 1,0.0072,,mg/L,>100,0.0001,1,1,1,0.0001,0.0002,0
FASE 2,0.0051,,mg/L,36.6,0.0001,1,1,1,0.0001,0,0.0001
FASE 3,0.02,,mg/L,74.7,0.0002,1,1,1,0.0004,0.0001,0.0001
VSP NORTE,0.0116,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0003,0.0001
CELDA 8.1,0.0126,,mg/L,28.2,0.0001,1,1,1,0.0002,0.0001,0.0001
CELDA 8.2,0.0128,,mg/L,>100,0.0001,1,1,1,0.0003,0.0002,0
CELDA 8.3,0.0381,,mg/L,45.2,0.0004,1,1,1,0.0004,0.0006,0.0002
PATRON,5.0134,,mg/L,0.2,0.0525,1,1,1,0.0526,0.0526,0.0524
BLANCO,-0.0351,,mg/L,33.3,-0.0004,1,1,1,-0.0003,-0.0005,-0.0003
BLANCO REACTIVO,0,,mg/L,9.4,-0.0007,1,1,1,-0.0007,-0.0008,-0.0008
