PATRON,4.8808,,mg/L,0.2,0.0488,0.0487,0.0488,0.0489
BLANCO,-0.0038,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,16.2,0.0004,0.0004,0.0003,0.0004
FASE 1,0.0163,,mg/L,43.2,0.0002,0.0002,0.0001,0.0002
FASE 2,0.001,,mg/L,72.2,-0.0001,-0.0001,-0.0001,-0.0002
FASE 3,0.0155,,mg/L,26.8,0.0002,0.0001,0.0002,0.0001
VSP NORTE,0.0126,,mg/L,37.7,0.0001,0.0002,0.0001,0.0001
CELDA 8.1,0.0343,,mg/L,13.3,0.0003,0.0004,0.0003,0.0004
CELDA 8.2,0.0251,,mg/L,8.7,0.0003,0.0003,0.0002,0.0002
CELDA 8.3,0.1393,,mg/L,7.8,0.0014,0.0015,0.0014,0.0013
PATRON,4.871,,mg/L,2.1,0.0467,0.0478,0.046,0.0462
BLANCO,0.0017,,mg/L,>100,0,0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,15,0.0005,0.0005,0.0006,0.0004
