PATRON,20.1034,,mg/L,0.5,0.1977,1,1,1,0.1974,0.197,0.1988
BLANCO,0.0545,,mg/L,20,0.0006,1,1,1,0.0005,0.0005,0.0007
BLANCO REACTIVO,0,,mg/L,9.3,0.0012,1,1,1,0.0014,0.0012,0.0012
FASE 1,0.0357,,mg/L,16.9,0.0004,1,1,1,0.0005,0.0003,0.0004
PATRON,5.0186,,mg/L,0.8,0.052,1,1,1,0.0516,0.0525,0.0519
FASE 2,0.0674,,mg/L,22.9,0.0007,1,1,1,0.0006,0.0009,0.0006
FASE 3,0.0878,,mg/L,47.1,0.0009,1,1,1,0.0005,0.0009,0.0014
PATRON,5.0238,,mg/L,1,0.052,1,1,1,0.0514,0.0524,0.0523
BLANCO,0.0382,,mg/L,58.2,0.0004,1,1,1,0.0004,0.0002,0.0006
BLANCO REACTIVO,0,,mg/L,5.3,0.0023,1,1,1,0.0022,0.0024,0.0022
VSP NORTE,0.0199,,mg/L,41.3,0.0002,1,1,1,0.0003,0.0002,0.0001
CELDA 8.1,0.0227,,mg/L,78.4,0.0002,1,1,1,0.0004,0.0002,0.0001
CELDA 8.2,0.0553,,mg/L,38.3,0.0006,1,1,1,0.0008,0.0004,0.0006
CELDA 8.3,0.8577,,mg/L,0.9,0.0091,1,1,1,0.009,0.0092,0.0091
PATRON,4.9869,,mg/L,0.1,0.0517,1,1,1,0.0517,0.0516,0.0517
BLANCO,0.0325,,mg/L,48.2,0.0003,1,1,1,0.0004,0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,12.4,0.0028,1,1,1,0.0032,0.0027,0.0025
