PATRON,5.0957,,mg/L,0.8,0.0515,1,1,1,0.0517,0.0518,0.0511
BLANCO,-0.0088,,mg/L,>100,-0.0001,1,1,1,-0.0002,-0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,1,1,1,0.0001,0,-0.0004
CANAL,0.0079,,mg/L,>100,0.0001,1,1,1,-0.0002,0.0001,0.0003
FASE 1,0.0042,,mg/L,>100,0,1,1,1,0,0.0003,-0.0002
FASE 2,0.0082,,mg/L,>100,0.0001,1,1,1,-0.0001,0,0.0003
FASE 3,0.0117,,mg/L,>100,0.0001,1,1,1,0.0003,0.0002,0
PATRON,4.9674,,mg/L,1.3,0.0502,1,1,1,0.0499,0.051,0.0498
BLANCO,0.0216,,mg/L,51.4,0.0002,1,1,1,0.0001,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,1,1,1,-0.0006,-0.0003,0.0001
VSP NORTE,0.0108,,mg/L,>100,0.0001,1,1,1,0.0003,0.0002,-0.0002
CELDA 8.1,0.0063,,mg/L,>100,0.0001,1,1,1,-0.0002,0.0003,0.0001
CELDA 8.2,0.0358,,mg/L,76.5,0.0004,1,1,1,0.0006,0.0005,0
CELDA 8.3,0.311,,mg/L,14.3,0.0032,1,1,1,0.0029,0.0037,0.003
PATRON,4.888,,mg/L,1,0.0495,1,1,1,0.0499,0.0489,0.0495
BLANCO,0.0174,,mg/L,>100,0.0002,1,1,1,0.0002,0,0.0004
BLANCO REACTIVO,0,,mg/L,58.5,-0.0004,1,1,1,-0.0003,-0.0002,-0.0006
