PATRON,4.8633,,mg/L,2.6,0.0542,-0.0024,1,1,1,0.0554,0.0546,0.0526
BLANCO,0.0006,,mg/L,>100,0,-0.0001,1,1,1,0.0008,0.0001,-0.0009
BLANCO REACTIVO,0,,mg/L,14.9,0.0013,-0.0042,1,1,1,0.0015,0.0011,0.0014
CANAL,0.0674,,mg/L,>100,0.0008,-0.0011,1,1,1,0.0017,0.0015,-0.0009
FASE 1,0.0069,,mg/L,>100,0.0001,-0.0031,1,1,1,-0.0004,0.0004,0.0002
FASE 2,0.0034,,mg/L,>100,0,-0.003,1,1,1,-0.0003,0.0003,0.0001
FASE 3,0.048,,mg/L,51.1,0.0005,-0.0034,1,1,1,0.0007,0.0005,0.0002
VSP NORTE,0.016,,mg/L,31.3,0.0002,-0.0033,1,1,1,0.0001,0.0002,0.0002
CELDA 8.1,0.061,,mg/L,37.6,0.0006,-0.0039,1,1,1,0.0009,0.0006,0.0004
CELDA 8.2,0.0424,,mg/L,53.9,0.0004,-0.0038,1,1,1,0.0004,0.0002,0.0007
CELDA 8.3,0.2027,,mg/L,13.4,0.0021,-0.0037,1,1,1,0.0024,0.0021,0.0018
PATRON,4.8921,,mg/L,0.2,0.0497,-0.0048,1,1,1,0.0498,0.0496,0.0496
BLANCO,-0.0175,,mg/L,78.7,-0.0002,-0.0057,1,1,1,-0.0002,0,-0.0003
BLANCO REACTIVO,0,,mg/L,29.9,0.001,-0.0043,1,1,1,0.0009,0.0013,0.0007
