PATRON,0.0505,,mg/L,5.1,0.0001,0.0029,-0.001,0.003,0.003,0.0027
BLANCO,-0.0011,,mg/L,37.5,0.0001,0.0003,0.0001,0.0003,0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,35.2,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002
H KCA PO,0.0613,,mg/L,10.7,0.0004,0.0034,0.0018,0.0037,0.003,0.0037
H KCA PO,0.0564,,mg/L,14.3,0.0005,0.0032,0.0018,0.003,0.0037,0.0029
H KCA PO,0.0604,,mg/L,2.7,0.0001,0.0034,0.0016,0.0034,0.0033,0.0035
PATRON,0.0508,,mg/L,6.7,0.0002,0.0029,-0.0008,0.0031,0.003,0.0027
H KCA PO,0.062,,mg/L,2.3,0.0001,0.0035,0.0014,0.0036,0.0035,0.0034
H KCA PO,0.0613,,mg/L,5.7,0.0002,0.0034,0.0014,0.0033,0.0034,0.0037
PATRON,0.0519,,mg/L,5.4,0.0002,0.003,-0.0013,0.003,0.0028,0.0031
BLANCO,0.0013,,mg/L,12.8,0.0001,0.0004,-0.0001,0.0004,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,90.6,0.0004,0.0004,0,0.0007,0.0005,0
M1 PO,0.0542,,mg/L,5.4,0.0002,0.0031,0.0015,0.0032,0.0029,0.0032
M2 PO,0.0447,,mg/L,9.7,0.0003,0.0026,0.0013,0.0028,0.0027,0.0023
M3 PO,0.0303,,mg/L,15.7,0.0003,0.0019,0.0015,0.0016,0.0021,0.002
M4 PO,0.0161,,mg/L,8.2,0.0001,0.0012,0.0016,0.0011,0.0011,0.0013
PATRON,0.0462,,mg/L,4.8,0.0001,0.0027,-0.0014,0.0027,0.0026,0.0028
P KCA PO,0.0127,,mg/L,23.8,0.0002,0.001,0.0013,0.0007,0.0012,0.0011
PATRON,0.0463,,mg/L,8.6,0.0002,0.0027,-0.0015,0.0029,0.0024,0.0028
BLANCO,-0.0037,,mg/L,60.7,0.0001,0.0002,-0.0009,0.0002,0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,-0.0003,0.0001,0,0.0003
CELDA 8,0.0408,,mg/L,8.6,0.0002,0.0024,0.0014,0.0023,0.0023,0.0027
CANAL,0.1151,,mg/L,2.2,0.0001,0.0061,0.0009,0.0062,0.0063,0.006
FASE 1,0.0446,,mg/L,4.6,0.0001,0.0026,0.001,0.0025,0.0026,0.0027
FASE 2,0.0359,,mg/L,9.3,0.0002,0.0022,0.0011,0.0022,0.0023,0.002
FASE 3,0.0337,,mg/L,9.5,0.0002,0.0021,0.001,0.002,0.0023,0.0019
VSP NORTE,0.0647,,mg/L,4.5,0.0002,0.0036,0.0015,0.0038,0.0036,0.0035
CELDA 8.1,0.0186,,mg/L,21.5,0.0003,0.0013,0.001,0.001,0.0016,0.0014
CELDA 8.2,0.0207,,mg/L,13.8,0.0002,0.0014,0.0006,0.0012,0.0014,0.0016
CELDA 8.3,0.0173,,mg/L,20.6,0.0003,0.0012,0.0011,0.0014,0.0014,0.0009
PATRON,0.0532,,mg/L,17.9,0.0005,0.0029,0.0002,0.0033,0.003,0.0023
BLANCO,0.0105,,mg/L,12.7,0.0001,0.0007,0.0008,0.0006,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,21,0.0002,0.0007,0.0007,0.0006,0.0007,0.0009
H KCA PE,0.0295,,mg/L,4,0.0001,0.0019,-0.0008,0.0018,0.0019,0.0018
H KCA PE,0.0293,,mg/L,17.7,0.0003,0.0018,-0.0007,0.0015,0.0021,0.002
H KCA PE,0.0315,,mg/L,9.9,0.0002,0.0017,0.0014,0.0017,0.0016,0.0019
PATRON,0.0475,,mg/L,23.5,0.0006,0.0026,-0.0013,0.0019,0.003,0.0028
H KCA PE,0.0325,,mg/L,6.4,0.0001,0.002,-0.0011,0.0019,0.0021,0.002
