Analista,,,,,,,,,
Fecha de inicio,04/04/2023 10:57 a. m.  GMT: 04/04/2023 04:57 p. m.,,,,,,,,
Hoja de trabajo,SA000866_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0069,,mg/L,0.6,0.0663,0.0658,0.0665,0.0666
,BLANCO,0.0013,,mg/L,>100,0.0001,0.0002,0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,75,-0.0001,-0.0002,-0.0001,0
,SA000866-001,5.1939,,mg/L,0.8,0.0142,0.0143,0.0142,0.0141
,SA000866-002,9.2425,,mg/L,0.4,0.025,0.025,0.0249,0.025
,SA000866-003,16.2231,,mg/L,0.7,0.0441,0.0444,0.044,0.0438
,SA000866-004,4.7445,,mg/L,0.9,0.0128,0.0128,0.0127,0.013
,SA000866-005,18.3089,,mg/L,0.2,0.0492,0.0491,0.0493,0.0493
,PATRON,0.9927,,mg/L,1.1,0.0654,0.0647,0.066,0.0654
,SA000866-006,20.948,,mg/L,0.3,0.0569,0.0569,0.0568,0.0571
,SA000866-007,-0.0008,,mg/L,>100,0,0,-0.0001,0
,SA000866-008,0.0625,,mg/L,92.8,0.0002,0.0001,0.0003,0
,SA000866-009,13.3027,,mg/L,0.9,0.0368,0.0365,0.0369,0.0371
,SA000866-010,12.0673,,mg/L,0.4,0.0332,0.0333,0.0332,0.033
,PATRON,1.0172,,mg/L,0.7,0.067,0.0664,0.0672,0.0673
,BLANCO,0,,mg/L,>100,0,0,-0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,24.1,-0.0002,-0.0002,-0.0002,-0.0002
,SA000866-011,12.2227,,mg/L,1.4,0.0324,0.0319,0.0324,0.0329
,SA000866-012,13.0331,,mg/L,0.3,0.0358,0.0357,0.0358,0.036
,SA000866-013,5.9446,,mg/L,1.4,0.0158,0.0157,0.0158,0.0161
,SA000866-014,7.9702,,mg/L,0.9,0.0215,0.0216,0.0213,0.0215
,SA000866-015,12.2295,,mg/L,0.3,0.0336,0.0336,0.0337,0.0335
,PATRON,1.0079,,mg/L,0.7,0.0636,0.0631,0.0638,0.0638
,SA000866-016,9.6152,,mg/L,0.4,0.0248,0.0247,0.0249,0.0247
,SA000866-017,3.805,,mg/L,0.5,0.01,0.0101,0.01,0.01
,SA000866-018,4.5545,,mg/L,0.7,0.0117,0.0118,0.0117,0.0117
,SA000866-019,6.5621,,mg/L,0.2,0.0173,0.0174,0.0173,0.0173
,SA000866-020,213.923,,mg/L,2.5,0.0548,0.0533,0.0551,0.056
,PATRON,0.9954,,mg/L,0.5,0.0628,0.0627,0.0631,0.0625
,BLANCO,0.0076,,mg/L,52.4,0.0005,0.0007,0.0006,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0003,-0.0002,0
,SA000866-021,4.3858,,mg/L,0.7,0.0114,0.0113,0.0115,0.0115
,SA000866-022,4.8048,,mg/L,1.1,0.0124,0.0126,0.0124,0.0123
,SA000866-023,3.1597,,mg/L,1.7,0.0082,0.0082,0.0083,0.008
,SA000866-024,31.272,,mg/L,0.4,0.0771,0.0768,0.0774,0.0772
,SA000866-025,4.4644,,mg/L,0.2,0.0118,0.0118,0.0118,0.0118
,PATRON,0.9817,,mg/L,0.7,0.0619,0.0624,0.0618,0.0615
,SA000866-026,9.2148,,mg/L,1,0.0238,0.0236,0.024,0.0237
,SA000866-027,8.3349,,mg/L,1.3,0.0214,0.0213,0.0212,0.0217
,SA000866-028,9.7522,,mg/L,1.3,0.0247,0.0243,0.0248,0.0249
,SA000866-029,7.7559,,mg/L,0.2,0.0198,0.0198,0.0198,0.0199
,SA000866-030,9.2051,,mg/L,0.8,0.0231,0.023,0.0233,0.0229
,PATRON,1.0092,,mg/L,0.5,0.0618,0.062,0.0614,0.0619
,BLANCO,0.0007,,mg/L,>100,0,0,0.0002,0
,BLANCO REACTIVO,0,,mg/L,43.2,-0.0002,-0.0003,-0.0001,-0.0002
,SA000866-031,0.8897,,mg/L,5,0.0022,0.0023,0.0021,0.0023
,SA000866-032,5.107,,mg/L,1.6,0.0126,0.0127,0.0126,0.0123
,PATRON,1.0034,,mg/L,0.6,0.0614,0.061,0.0617,0.0616
,BLANCO,0.0013,,mg/L,>100,0.0001,-0.0001,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,86.9,-0.0002,0,-0.0003,-0.0004
