PATRON,4.9884,,mg/L,1.1,0.0467,1,1,1,0.0472,0.0462,0.0465
BLANCO,-0.0578,,mg/L,35.7,-0.0005,1,1,1,-0.0004,-0.0005,-0.0007
BLANCO REACTIVO,0,,mg/L,2.1,-0.0046,1,1,1,-0.0045,-0.0045,-0.0047
FASE 1,0.0017,,mg/L,>100,0,1,1,1,0.0001,0,-0.0001
FASE 2,-0.0266,,mg/L,38.4,-0.0003,1,1,1,-0.0002,-0.0002,-0.0004
FASE 3,-0.0178,,mg/L,29.5,-0.0002,1,1,1,-0.0002,-0.0002,-0.0001
VSP NORTE,-0.032,,mg/L,22.3,-0.0003,1,1,1,-0.0003,-0.0003,-0.0004
CELDA 8.1,-0.049,,mg/L,36.4,-0.0005,1,1,1,-0.0004,-0.0007,-0.0004
CELDA 8.2,-0.0638,,mg/L,12.1,-0.0006,1,1,1,-0.0007,-0.0005,-0.0006
CELDA 8.3,0.171,,mg/L,10.9,0.0016,1,1,1,0.0018,0.0015,0.0015
PATRON,5.0054,,mg/L,1.8,0.0468,1,1,1,0.0477,0.0467,0.046
BLANCO,-0.0661,,mg/L,15.3,-0.0006,1,1,1,-0.0005,-0.0007,-0.0006
BLANCO REACTIVO,0,,mg/L,3.1,-0.0055,1,1,1,-0.0053,-0.0054,-0.0056
