PATRON,4.9596,,mg/L,0.5,0.0514,1,1,1,0.0512,0.0514,0.0517
BLANCO,0.0426,,mg/L,30.3,0.0004,1,1,1,0.0004,0.0006,0.0004
BLANCO REACTIVO,0,,mg/L,84.7,-0.0003,1,1,1,-0.0004,-0.0004,0
FASE 1,0.0139,,mg/L,>100,0.0001,1,1,1,0.0002,0,0.0003
PATRON,4.9283,,mg/L,0.5,0.0511,1,1,1,0.0508,0.0513,0.0512
FASE 2,0.0408,,mg/L,32.5,0.0004,1,1,1,0.0003,0.0004,0.0006
FASE 3,0.0641,,mg/L,24.1,0.0007,1,1,1,0.0008,0.0007,0.0005
PATRON,4.9655,,mg/L,0.2,0.0515,1,1,1,0.0514,0.0514,0.0516
BLANCO,-0.0071,,mg/L,>100,-0.0001,1,1,1,-0.0002,0,0
BLANCO REACTIVO,0,,mg/L,58.2,-0.0003,1,1,1,-0.0002,-0.0006,-0.0002
VSP NORTE,-0.0179,,mg/L,>100,-0.0002,1,1,1,-0.0001,0,-0.0005
CELDA 8.1,0.0137,,mg/L,49.4,0.0001,1,1,1,0.0002,0.0002,0.0001
CELDA 8.2,-0.0225,,mg/L,29.5,-0.0002,1,1,1,-0.0002,-0.0002,-0.0003
CELDA 8.3,2.2677,,mg/L,0.1,0.0237,1,1,1,0.0237,0.0237,0.0237
PATRON,4.9246,,mg/L,1,0.0511,1,1,1,0.0516,0.0505,0.0511
BLANCO,-0.0449,,mg/L,21.2,-0.0005,1,1,1,-0.0006,-0.0004,-0.0005
BLANCO REACTIVO,0,,mg/L,25.1,-0.001,1,1,1,-0.0007,-0.0011,-0.0011
