Analista,,,,,,,,,,
Fecha de inicio,23/12/2023 01:10 p. m.  GMT: 23/12/2023 07:10 p. m.,,,,,,,,,
Hoja de trabajo,EX000001_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5034,,mg/L,1.1,0.0165,0.0014,0.0167,0.0165,0.0163
,BLANCO,-0.0103,,mg/L,58.5,-0.0003,0.0005,-0.0005,-0.0001,-0.0004
,BLANCO REACTIVO,0,,mg/L,55.2,-0.0006,0.0005,-0.0004,-0.001,-0.0004
,EX00001-001,0.0098,,mg/L,32.3,0.0009,0.0014,0.0012,0.0009,0.0006
,EX00001-002,-0.0007,,mg/L,>100,-0.0001,0.0014,0.0002,-0.0002,-0.0003
,EX00001-003,0.0045,,mg/L,16,0.0004,0.0012,0.0005,0.0004,0.0004
,EX00001-004,0.033,,mg/L,9.7,0.0031,0.0012,0.0028,0.0031,0.0034
,EX00001-005,0.0128,,mg/L,18.4,0.0012,0.0013,0.0012,0.0014,0.001
,PATRON,0.5107,,mg/L,1.5,0.0166,0.0012,0.0163,0.0166,0.0168
,EX00001-006,0.0093,,mg/L,39,0.0009,0.0014,0.0005,0.0011,0.001
,EX00001-007,0.025,,mg/L,18.3,0.0021,0.0015,0.0024,0.0022,0.0017
,EX00001-008,0.022,,mg/L,15,0.0028,0.0005,0.0023,0.0032,0.0028
,EX00001-009,0.016,,mg/L,21.5,0.0014,0.0002,0.0016,0.0011,0.0016
,EX00001-010,0.0037,,mg/L,22,0.0003,0.0004,0.0003,0.0004,0.0004
,PATRON,0.4941,,mg/L,1.7,0.016,0.0012,0.0163,0.0157,0.016
,BLANCO,-0.0065,,mg/L,>100,-0.0002,-0.0001,-0.0004,-0.0004,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,0.0004,-0.0004,-0.0001
,EX00001-011,0.003,,mg/L,>100,0.0003,0.0004,-0.0001,0.0003,0.0006
,EX00001-012,0.468,,mg/L,0.5,0.0417,0.0005,0.0417,0.0416,0.0419
,EX00001-013,0.012,,mg/L,27.5,0.0005,0.0004,0.0003,0.0006,0.0006
,EX00001-014,0.009,,mg/L,28.2,0.0007,0.0005,0.0009,0.0005,0.0006
,EX00001-015,0.019,,mg/L,26.9,0.0018,0.0003,0.0018,0.0022,0.0013
,PATRON,0.4942,,mg/L,1,0.016,0.0012,0.0161,0.0161,0.0159
,EX00001-016,0.0203,,mg/L,10,0.0019,0.0004,0.0021,0.0019,0.0017
,EX00001-017,0.0032,,mg/L,60.2,0.0003,0.0004,0.0001,0.0003,0.0005
,EX00001-018,0.0029,,mg/L,68.4,0.0003,0.0003,0.0005,0.0001,0.0002
,EX00001-019,0.2097,,mg/L,0.9,0.0195,0.0005,0.0193,0.0195,0.0197
,EX00001-020,0.0032,,mg/L,>100,0.0003,0.0003,-0.0003,0.0006,0.0006
,PATRON,0.5,,mg/L,1.8,0.0162,0.001,0.0165,0.0162,0.0159
,BLANCO,-0.0081,,mg/L,85.5,-0.0003,-0.0001,0,-0.0004,-0.0004
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0004,0,-0.0001,-0.0004
,EX00001-021,0.0015,,mg/L,>100,0.0001,0.0006,0.0001,0.0004,-0.0001
,EX00001-022,0.0062,,mg/L,51.6,0.0006,0.0001,0.0005,0.0003,0.0009
,EX00001-023,0.0027,,mg/L,>100,0.0003,0.0003,0.0005,0.0005,-0.0002
,EX00001-024,0.0032,,mg/L,72.5,0.0003,0.0001,0.0002,0.0005,0.0001
,EX00001-025,0.0116,,mg/L,16.6,0.0011,0.0002,0.0013,0.001,0.001
,PATRON,0.4947,,mg/L,1,0.016,0.0013,0.0161,0.0159,0.0162
,EX00001-026,0.009,,mg/L,37,0.0008,0.0002,0.0007,0.0006,0.0012
,EX00001-027,0.0045,,mg/L,32.7,0.0004,0.0006,0.0003,0.0006,0.0004
,EX00001-028,0.0051,,mg/L,44.1,0.0005,0.0006,0.0007,0.0005,0.0003
,EX00001-029,0.0059,,mg/L,62,0.0006,0.0003,0.0002,0.0006,0.0009
,EX00001-030,0.0076,,mg/L,17.9,0.0007,0.0001,0.0007,0.0006,0.0008
,PATRON,0.4828,,mg/L,2,0.0157,0.0012,0.0153,0.0159,0.0158
,BLANCO,0.0031,,mg/L,>100,0.0001,0.0008,-0.0004,0.0003,0.0004
,BLANCO REACTIVO,0,,mg/L,32.6,-0.0008,0,-0.0011,-0.0007,-0.0006
,EX00001-031,0.0029,,mg/L,76.7,0.0003,0.0013,0,0.0004,0.0004
,EX00001-032,0.0069,,mg/L,55.2,0.0006,0.0013,0.0005,0.0004,0.001
,PATRON,0.4993,,mg/L,1,0.0162,0.0019,0.0162,0.016,0.0163
,BLANCO,0.0099,,mg/L,48.4,0.0003,0.0006,0.0004,0.0004,0.0001
,BLANCO REACTIVO,0,,mg/L,53.6,-0.0009,0.0002,-0.0008,-0.0014,-0.0004
