Analista,NR,,,,,,,,
Fecha de inicio,12:11 p. m. 12/01/2026  GMT: 06:11 p. m. 12/01/2026,,,,,,,,
Hoja de trabajo,SA007639,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5129,,mg/L,1,1.1,0.0203,0.0012,
Au,BLANCO,-0.009,,mg/L,1,46.5,-0.0004,0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,66.1,-0.0007,-0.0004,
Au,SA007639-001,0.2406,,mg/L,1,0.7,0.0411,0.0013,30.01
Au,SA007639-002,0.1195,,mg/L,1,0.9,0.0203,0.0011,30.01
Au,SA007639-003,0.056,,mg/L,1,2.4,0.0095,0.0011,30.01
Au,SA007639-004,0.0572,,mg/L,1,1.4,0.0097,0.0015,30.02
Au,SA007639-005,0.0963,,mg/L,1,1,0.0164,0.0012,30.02
Au,PATRON,0.4951,,mg/L,1,1.2,0.0196,0.0026,
Au,SA007639-006,0.0265,,mg/L,1,10.1,0.0045,0.001,3
Au,SA007639-007,0.0174,,mg/L,1,9.4,0.0029,0.0008,30
Au,SA007639-008,0.0227,,mg/L,1,8.7,0.0038,0.0009,30.02
Au,SA007639-009,0.2222,,mg/L,1,13,0.0379,0.0011,30
Au,SA007639-010,0.0587,,mg/L,1,1.7,0.0099,0.0011,30.03
Au,PATRON,0.4905,,mg/L,1,0.9,0.0194,0.0022,
Au,BLANCO,0.0033,,mg/L,1,>100,0.0001,-0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,89.7,-0.0003,-0.0006,
Au,SA007639-011,0.4379,,mg/L,1,0.6,0.0754,0.0002,30.02
Au,SA007639-012,0.6197,,mg/L,1,0.9,0.1071,0.0003,30
Au,SA007639-013,1.1861,,mg/L,1,0.7,0.2052,0.001,30
Au,SA007639-014,0.0616,,mg/L,1,0.4,0.0104,0.0015,30.02
Au,SA007639-015,0.2357,,mg/L,1,0.9,0.0403,0.0009,30
Au,PATRON,0.503,,mg/L,1,2.3,0.0199,0.0011,
Au,SA007639-016,0.6575,,mg/L,1,0.7,0.1137,0.0009,30.01
Au,SA007639-017,0.2428,,mg/L,1,1.5,0.0415,0.0002,30
Au,SA007639-018,0.0838,,mg/L,1,2.8,0.0142,0.0004,30.01
Au,SA007639-019,0.0037,,mg/L,1,76.4,0.0006,-0.0001,3
Au,SA007639-020,0.2662,,mg/L,1,1.2,0.0455,0.0002,30.03
Au,PATRON,0.4821,,mg/L,1,1.3,0.0191,0.0018,
Au,BLANCO,-0.0016,,mg/L,1,>100,-0.0001,-0.0006,
Au,BLANCO REACTIVO,0,,mg/L,1,51.8,-0.0005,-0.0007,
Au,SA007639-021,4.0943,,mg/L,1,2.3,0.0711,-0.0006,30.04
Au,SA007639-022,0.0411,,mg/L,1,1.7,0.0069,0.0006,30
Au,SA007639-023,0.0077,,mg/L,1,23,0.0013,0.0003,30
Au,SA007639-024,0.0775,,mg/L,1,1,0.0132,0.0003,30.03
Au,SA007639-025,0.0445,,mg/L,1,0.5,0.0075,0.001,30
Au,PATRON,0.4946,,mg/L,1,2.2,0.0196,0.0021,
Au,SA007639-026,0.004,,mg/L,1,21.7,0.0007,0.0005,30
Au,SA007639-027,0.7917,,mg/L,1,0.3,0.1371,0.0004,30
Au,SA007639-028,0.4841,,mg/L,1,0.1,0.0834,-0.0001,30.02
Au,SA007639-029,0.4626,,mg/L,1,1.2,0.0797,-0.0003,30.02
Au,SA007639-030,0.8274,,mg/L,1,0.2,0.1434,-0.0001,30.02
Au,PATRON,0.489,,mg/L,1,1.3,0.0194,0.0016,
Au,BLANCO,0.0019,,mg/L,1,>100,0.0001,-0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,54.4,-0.0005,-0.0006,
Au,SA007639-031,0.3202,,mg/L,1,0.6,0.0549,0.0002,30.03
Au,SA007639-032,0.8433,,mg/L,1,1.3,0.1461,0.0004,29.99
Au,PATRON,0.511,,mg/L,1,1.4,0.0202,0.0013,
Au,BLANCO,-0.0022,,mg/L,1,>100,-0.0001,-0.0006,
Au,BLANCO REACTIVO,0,,mg/L,1,14.5,-0.0008,-0.0008,
