PATRON,1.0139,,mg/L,1,0.0012,0.1293,0.0009,1,1,1,0.1305,0.128,0.1296
BLANCO,-0.0052,,mg/L,31.1,0.0002,-0.0007,0.0004,1,1,1,-0.0007,-0.0004,-0.0009
BLANCO REACTIVO,0,,mg/L,43.3,0.0005,-0.0011,-0.0009,1,1,1,-0.0006,-0.0014,-0.0014
H KCA PO,0.0259,,mg/L,13.2,0.0004,0.0033,0.0018,1,1,1,0.0028,0.0036,0.0036
H KCA PO,0.0257,,mg/L,7.3,0.0002,0.0033,0.0017,1,1,1,0.0032,0.0032,0.0036
H KCA PO,0.0212,,mg/L,9.6,0.0003,0.0027,0.0018,1,1,1,0.0024,0.0029,0.0028
PATRON,0.9997,,mg/L,0.1,0.0002,0.1276,-0.0002,1,1,1,0.1277,0.1274,0.1276
H KCA PO,0.0179,,mg/L,42.1,0.001,0.0023,0.0017,1,1,1,0.0012,0.003,0.0028
H KCA PO,0.0211,,mg/L,1.9,0.0001,0.0027,0.001,1,1,1,0.0028,0.0027,0.0027
PATRON,1.0022,,mg/L,0.8,0.001,0.1279,-0.0005,1,1,1,0.1282,0.1287,0.1268
BLANCO,-0.0054,,mg/L,37.2,0.0003,-0.0007,0.0003,1,1,1,-0.001,-0.0007,-0.0004
BLANCO REACTIVO,0,,mg/L,65,0.0001,0.0001,-0.0003,1,1,1,0.0001,0.0001,0
M1 PO,0.0272,,mg/L,5.1,0.0002,0.0035,0.0013,1,1,1,0.0037,0.0035,0.0033
M2 PO,0.0187,,mg/L,14.5,0.0003,0.0024,0.0015,1,1,1,0.002,0.0027,0.0025
M3 PO,0.0169,,mg/L,6.5,0.0001,0.0022,0.0016,1,1,1,0.0022,0.002,0.0023
M4 PO,0.0156,,mg/L,20.8,0.0004,0.002,0.0013,1,1,1,0.0021,0.0024,0.0015
PATRON,1.0034,,mg/L,0.2,0.0002,0.128,-0.0001,1,1,1,0.1283,0.1279,0.1279
P KCA PO,0.0104,,mg/L,40.6,0.0005,0.0013,0.0019,1,1,1,0.0008,0.0014,0.0018
PATRON,1.0148,,mg/L,0.2,0.0003,0.1295,-0.0002,1,1,1,0.1291,0.1296,0.1296
BLANCO,0.0018,,mg/L,>100,0.0004,0.0002,0,1,1,1,-0.0003,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,35.8,0.0002,-0.0006,0.0005,1,1,1,-0.0004,-0.0006,-0.0008
CELDA 8,0.0013,,mg/L,>100,0.0004,0.0002,0.0029,1,1,1,-0.0002,0.0005,0.0001
CANAL,0.0306,,mg/L,1.9,0.0001,0.0039,0.0029,1,1,1,0.004,0.0039,0.0039
FASE 1,0.0042,,mg/L,93.7,0.0005,0.0005,0.0031,1,1,1,0.0002,0.0003,0.0011
FASE 2,0.002,,mg/L,62.2,0.0002,0.0003,0.0031,1,1,1,0.0001,0.0004,0.0002
FASE 3,0.0018,,mg/L,94.1,0.0002,0.0002,0.0033,1,1,1,0.0001,0.0005,0.0002
VSP NORTE,0.0046,,mg/L,9.3,0.0001,0.0006,0.0033,1,1,1,0.0005,0.0006,0.0006
CELDA 8.1,0.0134,,mg/L,15.6,0.0003,0.0017,0.003,1,1,1,0.0018,0.002,0.0014
CELDA 8.2,0.0059,,mg/L,30.3,0.0002,0.0008,0.0026,1,1,1,0.0007,0.0005,0.001
CELDA 8.3,0.0024,,mg/L,52.3,0.0002,0.0003,0.0032,1,1,1,0.0001,0.0005,0.0003
S. RICA,0.0034,,mg/L,35,0.0002,0.0004,0.0028,1,1,1,0.0006,0.0004,0.0003
PATRON,1.0079,,mg/L,0.7,0.001,0.1286,0.002,1,1,1,0.1294,0.1276,0.1288
BLANCO,-0.0011,,mg/L,>100,0.0002,-0.0001,0.001,1,1,1,-0.0003,0,-0.0001
BLANCO REACTIVO,0,,mg/L,49,0.0005,-0.001,0.0001,1,1,1,-0.0007,-0.0007,-0.0015
H KCA PE,0.0037,,mg/L,>100,0.0006,0.0005,0.0033,1,1,1,0.0011,-0.0001,0.0004
H KCA PE,0.0018,,mg/L,>100,0.0006,0.0002,0.0037,1,1,1,0.0003,0.0008,-0.0004
H KCA PE,0.002,,mg/L,56.1,0.0001,0.0003,0.0033,1,1,1,0.0001,0.0004,0.0003
PATRON,1.0146,,mg/L,0.7,0.0009,0.1294,0.0015,1,1,1,0.1294,0.1286,0.1304
H KCA PE,0.0057,,mg/L,29,0.0002,0.0007,0.0031,1,1,1,0.0008,0.0009,0.0005
H KCA PE,0.0029,,mg/L,>100,0.0005,0.0004,0.0034,1,1,1,0.0008,-0.0001,0.0005
PATRON,1.0093,,mg/L,0.9,0.0012,0.1288,0.0016,1,1,1,0.1286,0.1277,0.13
BLANCO,0,,mg/L,>100,0.0004,0,0.001,1,1,1,0.0003,0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,44.8,0.0004,-0.0009,0.0007,1,1,1,-0.0008,-0.0013,-0.0005
M1 PE,0.0056,,mg/L,38.3,0.0003,0.0007,0.0033,1,1,1,0.0004,0.0009,0.0008
M2 PE,0.0088,,mg/L,13.1,0.0001,0.0011,0.0029,1,1,1,0.001,0.0013,0.0011
M3 PE,0.0066,,mg/L,48.1,0.0004,0.0008,0.0033,1,1,1,0.0013,0.0006,0.0006
M4 PE,0.0046,,mg/L,38.6,0.0002,0.0006,0.0029,1,1,1,0.0006,0.0003,0.0008
PATRON,1.0178,,mg/L,0.2,0.0002,0.1298,0.0013,1,1,1,0.1297,0.1301,0.1297
P KCA PE,0.0087,,mg/L,48.2,0.0005,0.0011,0.0026,1,1,1,0.0015,0.0014,0.0005
PATRON,1.0002,,mg/L,0.5,0.0006,0.1276,0.0013,1,1,1,0.1283,0.1273,0.1273
BLANCO,-0.0051,,mg/L,12.4,0.0001,-0.0007,0.0014,1,1,1,-0.0006,-0.0007,-0.0007
BLANCO REACTIVO,0,,mg/L,7.8,0.0001,-0.0015,0,1,1,1,-0.0016,-0.0014,-0.0016
ELY 1,0.0104,,mg/L,23.9,0.0003,0.0013,0.0037,1,1,1,0.0014,0.0016,0.001
ELY 2,0.0099,,mg/L,18,0.0002,0.0013,0.0036,1,1,1,0.0011,0.0015,0.0012
ELY 3,0.0134,,mg/L,11.5,0.0002,0.0017,0.0033,1,1,1,0.0015,0.0017,0.0019
ELY 4,0.0028,,mg/L,>100,0.0005,0.0004,0.0035,1,1,1,0.0006,-0.0002,0.0008
PATRON,1.0092,,mg/L,0.5,0.0006,0.1283,0.0001,1,1,1,0.1289,0.1284,0.1276
ELY P,0.0117,,mg/L,43.7,0.0006,0.0015,0.0017,1,1,1,0.0022,0.001,0.0013
PATRON,1.0129,,mg/L,0.3,0.0004,0.1288,-0.0002,1,1,1,0.1284,0.1292,0.1286
BLANCO,-0.0045,,mg/L,>100,0.0009,-0.0006,0.0002,1,1,1,0.0003,-0.0004,-0.0015
BLANCO REACTIVO,0,,mg/L,57.9,0.0002,0.0003,0.0003,1,1,1,0.0002,0.0002,0.0005
NOROESTE,-0.0016,,mg/L,>100,0.0005,-0.0002,0.0019,1,1,1,0.0002,-0.0007,-0.0001
TRITURADORA,0.002,,mg/L,98.4,0.0002,0.0003,0.0018,1,1,1,0,0.0003,0.0005
VICTORIA,0.0093,,mg/L,31.6,0.0004,0.0012,0.0016,1,1,1,0.0008,0.0012,0.0015
CELDA 1,0.0017,,mg/L,88.7,0.0002,0.0002,0.002,1,1,1,0.0004,0,0.0003
CELDA 2,0.0007,,mg/L,>100,0.0005,0.0001,0.0016,1,1,1,-0.0004,0.0003,0.0004
CELDA 3,-0.0042,,mg/L,>100,0.0006,-0.0005,0.002,1,1,1,-0.0012,-0.0005,0.0001
CELDA 4A,-0.0029,,mg/L,>100,0.0004,-0.0004,0.0028,1,1,1,-0.0006,-0.0006,0.0001
CELDA 4B,-0.0041,,mg/L,62,0.0003,-0.0005,0.0031,1,1,1,-0.0002,-0.0005,-0.0008
CELDA 5A,0.0155,,mg/L,3.6,0.0001,0.002,0.0023,1,1,1,0.002,0.0019,0.0019
CELDA 5B,0.0105,,mg/L,59.4,0.0008,0.0013,0.0022,1,1,1,0.0004,0.0019,0.0016
PATRON,0.9974,,mg/L,0.4,0.0005,0.1262,0.0007,1,1,1,0.1262,0.1268,0.1257
BLANCO,-0.0023,,mg/L,>100,0.0007,-0.0003,0.0007,1,1,1,-0.001,-0.0003,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0001,0.0005,1,1,1,-0.0003,0,0.0006
