PATRON,1.0097,,mg/L,0.5,0.135,0.0039,0.1355,0.1353,0.1342
BLANCO,-0.0027,,mg/L,>100,-0.0004,0.0011,-0.0005,-0.001,0.0004
BLANCO REACTIVO,0,,mg/L,12.8,-0.0017,0.0001,-0.0015,-0.0018,-0.0018
H,0.426,,mg/L,1.4,0.0574,0.0018,0.0576,0.058,0.0565
C1,0.4145,,mg/L,0.7,0.0558,0.0019,0.0555,0.0563,0.0557
C2,0.4073,,mg/L,0.8,0.0549,0.0016,0.0548,0.0553,0.0544
PATRON,0.2036,,mg/L,1.3,0.0274,0.0009,0.027,0.0277,0.0276
BLANCO,0.0027,,mg/L,66.8,0.0004,0.0015,0.0001,0.0006,0.0004
BLANCO REACTIVO,0,,mg/L,34.1,-0.0014,-0.0002,-0.001,-0.0019,-0.0012
C3,0.3887,,mg/L,0.5,0.0524,0.002,0.0525,0.0525,0.0521
C4,0.359,,mg/L,1.7,0.0484,0.0008,0.0487,0.049,0.0474
T,0.2703,,mg/L,1.5,0.0364,0.0011,0.0359,0.0363,0.037
PATRON,0.2016,,mg/L,0.8,0.0272,0,0.0269,0.0272,0.0274
BLANCO,0.002,,mg/L,>100,0.0003,0.0009,0.0007,-0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,6.2,-0.0005,-0.0011,-0.0005,-0.0005,-0.0005
DP1,0.536,,mg/L,0.2,0.0721,0.0043,0.0719,0.0721,0.0723
DP2,0.3063,,mg/L,0.7,0.0413,0.0047,0.0414,0.0415,0.0409
DP3,0.3234,,mg/L,0.9,0.0436,0.0045,0.0437,0.0431,0.0439
PATRON,1.0061,,mg/L,0.4,0.1345,0.004,0.134,0.1351,0.1344
BLANCO,0.0016,,mg/L,>100,0.0002,0.0015,-0.0002,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,65.4,-0.0013,-0.0002,-0.0006,-0.0022,-0.001
DP4,0.4002,,mg/L,0.8,0.0539,0.0061,0.0543,0.0535,0.054
DP5,0.0359,,mg/L,16.1,0.0048,0.0027,0.0039,0.0052,0.0053
DP6,0.6875,,mg/L,0.3,0.0924,0.0051,0.0924,0.0926,0.0921
PATRON,1.0041,,mg/L,0.4,0.1342,0.0043,0.1348,0.1343,0.1336
BLANCO,-0.0025,,mg/L,50.5,-0.0003,0.0012,-0.0005,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,21.3,-0.0013,-0.0004,-0.001,-0.0013,-0.0016
ELY1,0.406,,mg/L,7.6,0.0547,0.0016,0.0584,0.0555,0.0502
ELY2,0.3671,,mg/L,1.1,0.0495,0.0014,0.0501,0.0491,0.0492
ELY3,0.3132,,mg/L,1.7,0.0422,0.0016,0.0427,0.0414,0.0425
PATRON,0.205,,mg/L,0.7,0.0276,0.0008,0.0275,0.0276,0.0278
BLANCO,-0.002,,mg/L,>100,-0.0003,0.001,0.0005,-0.0008,-0.0005
BLANCO REACTIVO,0,,mg/L,50.8,-0.0015,-0.0004,-0.0013,-0.0023,-0.0008
ELY4,0.2625,,mg/L,1.8,0.0354,0.002,0.0346,0.0357,0.0358
ELY5,0.1707,,mg/L,0.8,0.023,0.0021,0.0229,0.0232,0.023
PATRON,0.2016,,mg/L,0.2,0.0272,-0.0001,0.0272,0.0272,0.0271
BLANCO,0.001,,mg/L,>100,0.0001,0.0004,0.0005,-0.0005,0.0003
BLANCO REACTIVO,0,,mg/L,77.6,-0.0009,-0.0012,-0.0003,-0.0008,-0.0016
