PATRON,4.9729,,mg/L,6.7,0.0538,1,1,1,0.052,0.0514,0.058
BLANCO,-0.0305,,mg/L,37.5,-0.0003,1,1,1,-0.0002,-0.0003,-0.0005
BLANCO REACTIVO,0,,mg/L,21.9,-0.0008,1,1,1,-0.0006,-0.0008,-0.001
FASE 1,0.0425,,mg/L,8.6,0.0005,1,1,1,0.0004,0.0005,0.0005
FASE 2,0.0633,,mg/L,12.2,0.0007,1,1,1,0.0006,0.0007,0.0008
FASE 3,0.0536,,mg/L,33.3,0.0006,1,1,1,0.0004,0.0005,0.0008
VSP NORTE,0.0678,,mg/L,17.8,0.0007,1,1,1,0.0006,0.0007,0.0009
CELDA 8.1,0.0798,,mg/L,11.7,0.0009,1,1,1,0.0008,0.0009,0.0009
CELDA 8.2,0.0919,,mg/L,16.2,0.001,1,1,1,0.0009,0.0012,0.0009
CELDA 8.3,0.1109,,mg/L,11.1,0.0012,1,1,1,0.0014,0.0012,0.0011
PATRON,5.1378,,mg/L,5.9,0.0556,1,1,1,0.0583,0.0565,0.0519
BLANCO,0.043,,mg/L,16.3,0.0005,1,1,1,0.0005,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,31.7,-0.0003,1,1,1,-0.0003,-0.0002,-0.0003
