PATRON,1.0071,,mg/L,0.3,0.0005,0.1315,0.0007,0.1316,0.131,0.1319
BLANCO,0.0045,,mg/L,82.6,0.0005,0.0006,-0.0003,0.0003,0.0012,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0002,0.0002,0.0005,0.0004,-0.0004
H KCA PO,0.0389,,mg/L,10.4,0.0005,0.0052,0.002,0.005,0.0047,0.0058
H KCA PO,0.0353,,mg/L,3.2,0.0002,0.0047,0.0025,0.0047,0.0045,0.0048
H KCA PO,0.0378,,mg/L,8,0.0004,0.005,0.0021,0.0049,0.0055,0.0048
PATRON,1.001,,mg/L,0.3,0.0004,0.1308,0.0009,0.1309,0.1311,0.1303
H KCA PO,0.0367,,mg/L,5,0.0002,0.0049,0.0021,0.0048,0.0047,0.0052
H KCA PO,0.0393,,mg/L,3.8,0.0002,0.0052,0.0018,0.0055,0.0051,0.0051
PATRON,0.9943,,mg/L,0.3,0.0004,0.1299,0.0011,0.1295,0.13,0.1302
BLANCO,0.0007,,mg/L,>100,0.0004,0.0001,0,0,-0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,99.2,0.0003,0.0003,0,0.0005,0,0.0005
M1 PO,0.021,,mg/L,16,0.0004,0.0028,0.0022,0.0029,0.0032,0.0023
M2 PO,0.0264,,mg/L,3.6,0.0001,0.0035,0.0018,0.0036,0.0034,0.0036
M3 PO,0.0226,,mg/L,11.5,0.0003,0.003,0.0022,0.0034,0.0028,0.0028
M4 PO,0.0266,,mg/L,16.2,0.0006,0.0035,0.0018,0.0032,0.0042,0.0032
PATRON,0.9908,,mg/L,0.6,0.0008,0.1295,0.0005,0.1303,0.1288,0.1293
P KCA PO,0.0269,,mg/L,6.5,0.0002,0.0036,0.0019,0.0033,0.0036,0.0038
PATRON,1.0143,,mg/L,0.4,0.0006,0.1325,0.0004,0.1324,0.1331,0.1319
BLANCO,0.0048,,mg/L,98.1,0.0006,0.0006,-0.0004,0.0004,0.0001,0.0014
BLANCO REACTIVO,0,,mg/L,16.5,0.0001,0.0005,-0.0003,0.0004,0.0005,0.0005
CELDA 8,0.021,,mg/L,11,0.0003,0.0028,0.0009,0.0025,0.0031,0.0028
PATRON,0.9959,,mg/L,1.1,0.0014,0.1314,0.0007,0.1298,0.1318,0.1325
BLANCO,0.0013,,mg/L,>100,0.0002,0.0002,-0.0008,0.0003,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.0004,0,0.0004,0,0.0008
H KCA PE,0.0016,,mg/L,>100,0.0004,0.0002,0.0023,0.0005,-0.0002,0.0004
H KCA PE,0.0008,,mg/L,>100,0.0002,0.0001,0.0024,0,0,0.0003
H KCA PE,0.0039,,mg/L,64.1,0.0003,0.0005,0.0019,0.0006,0.0002,0.0008
PATRON,0.9861,,mg/L,0.1,0.0001,0.1301,0.0009,0.1302,0.13,0.1302
H KCA PE,0.0031,,mg/L,27.8,0.0001,0.0004,0.0022,0.0005,0.0004,0.0003
H KCA PE,0.0052,,mg/L,75.3,0.0005,0.0007,0.0019,0.0007,0.0012,0.0002
PATRON,0.9876,,mg/L,0.3,0.0005,0.1303,0.0008,0.1304,0.1299,0.1308
BLANCO,0.0035,,mg/L,9.6,0,0.0005,-0.0003,0.0004,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,11,0.0001,0.0013,-0.0008,0.0012,0.0013,0.0015
M1 PE,0.0015,,mg/L,>100,0.0005,0.0002,0.0003,-0.0002,0.0007,0.0001
M2 PE,0.0032,,mg/L,65.6,0.0003,0.0004,0.0001,0.0003,0.0002,0.0008
M3 PE,0.0016,,mg/L,72,0.0002,0.0002,0.0002,0.0001,0.0002,0.0004
M4 PE,0.0027,,mg/L,35.5,0.0001,0.0004,0.0002,0.0002,0.0005,0.0004
PATRON,0.9819,,mg/L,0.2,0.0003,0.1296,-0.001,0.1296,0.1293,0.1298
P KCA PE,0.0008,,mg/L,>100,0.0003,0.0001,0.0004,0.0003,0.0002,-0.0002
PATRON,0.9916,,mg/L,0.9,0.0012,0.1308,-0.0014,0.131,0.1296,0.1319
BLANCO,-0.0019,,mg/L,68,0.0002,-0.0003,-0.0024,-0.0004,-0.0003,-0.0001
BLANCO REACTIVO,0,,mg/L,22.6,0.0002,0.0011,-0.0011,0.001,0.0014,0.0009
ELY 1,0.0021,,mg/L,>100,0.0003,0.0003,0.0002,0.0006,0.0001,0.0001
ELY 2,0.0033,,mg/L,22.6,0.0001,0.0004,0,0.0004,0.0004,0.0006
ELY 3,0.0003,,mg/L,>100,0.0005,0,0.0005,0.0005,0.0002,-0.0005
ELY 4,0.0071,,mg/L,58.6,0.0006,0.001,-0.0001,0.0015,0.0004,0.0009
PATRON,0.987,,mg/L,0.6,0.0008,0.1303,-0.0012,0.1312,0.1299,0.1297
ELY P,0.006,,mg/L,37.6,0.0003,0.0008,0,0.0008,0.0005,0.0011
PATRON,0.9894,,mg/L,0.6,0.0008,0.1306,-0.0014,0.1297,0.1306,0.1313
BLANCO,-0.0004,,mg/L,>100,0.0003,-0.0001,-0.002,-0.0004,0.0003,0
BLANCO REACTIVO,0,,mg/L,9.8,0.0001,0.0013,-0.0011,0.0012,0.0012,0.0014
