Analista,,,,,,,,,,
Fecha de inicio,15/04/2024 03:17 a. m.  GMT: 15/04/2024 09:17 a. m.,,,,,,,,,
Hoja de trabajo,SA003573-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4915,,mg/L,1.2,0.0166,-0.0002,0.0163,0.0167,0.0166
,BLANCO,0.0099,,mg/L,32.5,0.0003,-0.0008,0.0003,0.0004,0.0002
,BLANCO REACTIVO,0,,mg/L,51.9,0.0005,-0.0006,0.0003,0.0004,0.0008
,SA003573-001,1.099,,mg/L,0.6,0.1049,-0.0008,0.1042,0.1052,0.1053
,SA003573-002,1.1113,,mg/L,0.2,0.1061,-0.0006,0.1063,0.1059,0.1061
,SA003573-003,0.0058,,mg/L,32.5,0.0006,-0.0009,0.0008,0.0005,0.0004
,SA003573-004,0.1196,,mg/L,1.3,0.0115,-0.0009,0.0115,0.0117,0.0114
,PATRON,0.4946,,mg/L,1.2,0.0167,-0.0002,0.0166,0.0165,0.0169
,BLANCO,-0.0026,,mg/L,>100,-0.0001,-0.0012,0,0,-0.0002
,BLANCO REACTIVO,0,,mg/L,41.5,0.0003,-0.0007,0.0005,0.0002,0.0003
