PATRON,0.0529,,mg/L,5.9,0.0027,-0.0014,0.0028,0.0025,0.0028
BLANCO,-0.0018,,mg/L,>100,0,0.001,0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,85.3,0.0002,0.0011,0,0.0002,0.0003
H KCA PO,0.0422,,mg/L,25.9,0.0022,0.0032,0.0017,0.002,0.0028
H KCA PO,0.0403,,mg/L,14.5,0.0021,0.0038,0.0017,0.0022,0.0022
H KCA PO,0.0432,,mg/L,8.6,0.0022,0.0014,0.0021,0.0021,0.0024
PATRON,0.0476,,mg/L,6.1,0.0024,-0.0007,0.0023,0.0024,0.0026
H KCA PO,0.0416,,mg/L,3.5,0.0021,0.0036,0.0021,0.0022,0.0021
H KCA PO,0.0433,,mg/L,6,0.0022,0.0035,0.0022,0.0021,0.0024
PATRON,0.0531,,mg/L,4.4,0.0027,-0.0004,0.0028,0.0027,0.0026
BLANCO,0.0027,,mg/L,>100,0.0002,0.0016,0,0.0001,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.0017,0.0005,-0.0001,0.0007
M1 PO,0.0329,,mg/L,13.5,0.0017,0.0033,0.0018,0.0014,0.0019
M2 PO,0.0173,,mg/L,18.6,0.0009,0.0035,0.0011,0.0008,0.0009
M3 PO,0.0129,,mg/L,22.9,0.0007,0.0034,0.0009,0.0006,0.0007
M4 PO,0.0053,,mg/L,45.3,0.0003,0.0033,0.0002,0.0005,0.0003
PATRON,0.0458,,mg/L,6.9,0.0023,-0.0007,0.0024,0.0022,0.0025
P KCA PO,0.0029,,mg/L,2.8,0.0002,0.0033,0.0002,0.0002,0.0002
PATRON,0.0484,,mg/L,10.5,0.0025,-0.0008,0.0027,0.0022,0.0026
BLANCO,-0.0011,,mg/L,>100,0,0.0011,0,0,0.0001
BLANCO REACTIVO,0,,mg/L,36.7,0.0005,0.0014,0.0003,0.0007,0.0006
CELDA 8,0.0281,,mg/L,15.6,0.0015,0.0034,0.0014,0.0013,0.0017
PATRON,0.0459,,mg/L,13.8,0.0023,-0.0013,0.0027,0.0022,0.0021
BLANCO,-0.0064,,mg/L,>100,-0.0002,0.001,-0.0001,-0.0005,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0014,-0.0001,0.0006,0.0002
H KCA PE,0.0251,,mg/L,11.9,0.0013,0.0028,0.0015,0.0012,0.0012
H KCA PE,0.0243,,mg/L,14.6,0.0013,0.0033,0.0015,0.0012,0.0011
H KCA PE,0.0229,,mg/L,10.3,0.0012,0.0033,0.0011,0.0012,0.0013
PATRON,0.0502,,mg/L,8.6,0.0026,-0.0011,0.0027,0.0026,0.0023
H KCA PE,0.0246,,mg/L,10,0.0013,0.0032,0.0014,0.0012,0.0013
H KCA PE,0.0206,,mg/L,52.9,0.0011,0.0027,0.001,0.0017,0.0005
PATRON,0.0493,,mg/L,2.5,0.0025,-0.0014,0.0024,0.0026,0.0025
BLANCO,0.0004,,mg/L,>100,0.0001,0.0005,0,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,27.9,0.0007,0,0.0009,0.0005,0.0007
M1 PE,0.0106,,mg/L,25.7,0.0006,0.0021,0.0005,0.0006,0.0008
M2 PE,0.0035,,mg/L,39.3,0.0003,0.0023,0.0002,0.0004,0.0002
M3 PE,0.0073,,mg/L,8.8,0.0004,0.0019,0.0005,0.0004,0.0004
M4 PE,0.0052,,mg/L,89.9,0.0003,0.0022,0.0007,0.0001,0.0003
PATRON,0.0459,,mg/L,3.1,0.0023,-0.0021,0.0023,0.0024,0.0024
P KCA PE,0.0007,,mg/L,>100,0.0001,0.002,-0.0001,0.0003,0.0002
PATRON,0.0487,,mg/L,10.9,0.0025,-0.0022,0.0022,0.0027,0.0025
BLANCO,-0.0035,,mg/L,75.5,-0.0001,-0.0003,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,39.1,0.0007,-0.0001,0.0009,0.0004,0.0009
ELY 1,0.0084,,mg/L,15,0.0005,0.002,0.0004,0.0006,0.0005
ELY 2,0.0029,,mg/L,82.5,0.0002,0.0019,0.0002,0.0004,0
ELY 3,0.0037,,mg/L,>100,0.0003,0.0017,0.0007,0.0002,-0.0002
ELY 4,-0.0008,,mg/L,>100,0,0.0017,0.0001,0,0
PATRON,0.0479,,mg/L,5.7,0.0024,-0.0026,0.0023,0.0024,0.0026
ELY P,-0.001,,mg/L,>100,0,0.0017,0,0.0001,0
PATRON,0.047,,mg/L,1.7,0.0024,-0.0027,0.0024,0.0024,0.0024
BLANCO,-0.0031,,mg/L,>100,-0.0001,-0.0006,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,11.8,0.0006,0,0.0006,0.0005,0.0006
