Analista,GGP,,,,,,,,,,,,
Fecha de inicio,01/10/2024 02:31 p. m.  GMT: 01/10/2024 08:31 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005628_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.4908,,mg/L,1.6,0.017,0.0029,1,1,1,0.0167,0.0173,0.017
,BLANCO,-0.0068,,mg/L,71.9,-0.0002,0.0023,1,1,1,-0.0001,-0.0004,-0.0001
,BLANCO REACTIVO,0,,mg/L,21.7,-0.0011,0.0009,1,1,1,-0.0013,-0.0009,-0.0012
,SA005628-001,0.2124,,mg/L,0.8,0.0211,0.0027,20.061,7,1,0.0209,0.0212,0.0212
,SA005628-002,0.3347,,mg/L,0.5,0.0331,0.0025,20,7,1,0.0333,0.0331,0.033
,SA005628-003,0.1381,,mg/L,0.2,0.0137,0.0027,20.007,7,1,0.0137,0.0137,0.0136
,SA005628-004,0.0009,,mg/L,>100,0.0001,0.0026,20,7,1,0.0005,-0.0001,-0.0001
,SA005628-005,0.3693,,mg/L,0.7,0.0375,0.0028,20.51,7,1,0.0374,0.0372,0.0378
,PATRON,0.4885,,mg/L,2.9,0.0169,0.0034,1,1,1,0.0174,0.017,0.0164
,SA005628-006,-0.0007,,mg/L,>100,-0.0001,0.0025,20.038,7,1,-0.0001,0.0001,-0.0002
,SA005628-007,0.0738,,mg/L,0.2,0.0073,0.0028,20.002,7,1,0.0073,0.0073,0.0073
,SA005628-008,0.0919,,mg/L,0.9,0.0091,0.0028,20.073,7,1,0.0092,0.009,0.0092
,SA005628-009,0.1574,,mg/L,1.5,0.0156,0.0027,20.012,7,1,0.0156,0.0153,0.0158
,SA005628-010,0.1374,,mg/L,3.1,0.0136,0.0029,20.018,7,1,0.0132,0.0135,0.0141
,PATRON,0.4858,,mg/L,1.3,0.0168,0.0034,1,1,1,0.0166,0.017,0.0168
,BLANCO,-0.0082,,mg/L,57.1,-0.0003,0.0028,1,1,1,-0.0001,-0.0004,-0.0004
,BLANCO REACTIVO,0,,mg/L,3.9,-0.0014,0.0016,1,1,1,-0.0015,-0.0014,-0.0014
,SA005628-011,0.099,,mg/L,2.7,0.0098,0.0032,20.038,7,1,0.0098,0.0096,0.0101
,SA005628-012,0.0713,,mg/L,2.8,0.0071,0.0034,20.008,7,1,0.0071,0.0068,0.0072
,SA005628-013,0.209,,mg/L,1.7,0.0207,0.0034,20.007,7,1,0.0204,0.0206,0.0211
,SA005628-014,0.2666,,mg/L,0.7,0.0264,0.0035,20.041,7,1,0.0262,0.0265,0.0266
,SA005628-015,0.2106,,mg/L,0.5,0.0208,0.0032,20.017,7,1,0.021,0.0208,0.0208
,PATRON,0.4869,,mg/L,1.6,0.0169,0.004,1,1,1,0.0168,0.0172,0.0166
,SA005628-016,0.1027,,mg/L,1.5,0.0102,0.0035,20.01,7,1,0.0101,0.0103,0.0101
,SA005628-017,0.1126,,mg/L,2.5,0.0111,0.0031,20.036,7,1,0.0109,0.0114,0.0111
,SA005628-018,0.1497,,mg/L,2.3,0.0148,0.0033,20.052,7,1,0.0146,0.0147,0.0152
,SA005628-019,0.1179,,mg/L,1.3,0.0117,0.0031,20.009,7,1,0.0115,0.0118,0.0116
,SA005628-020,0.4105,,mg/L,0.7,0.0407,0.0033,20.044,7,1,0.0405,0.041,0.0406
,PATRON,0.484,,mg/L,0.8,0.0168,0.004,1,1,1,0.0169,0.0167,0.0166
,BLANCO,-0.0044,,mg/L,>100,-0.0002,0.0031,1,1,1,-0.0003,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,6.4,-0.0015,0.0017,1,1,1,-0.0016,-0.0014,-0.0014
,SA005628-021,0.0828,,mg/L,0.9,0.0082,0.003,20.016,7,1,0.0082,0.0081,0.0082
,SA005628-022,0.112,,mg/L,1.3,0.0111,0.003,20.03,7,1,0.0111,0.0109,0.0112
,SA005628-023,0.1067,,mg/L,2.2,0.0106,0.0031,20.04,7,1,0.0103,0.0107,0.0107
,SA005628-024,0.1249,,mg/L,3.2,0.0124,0.003,20.053,7,1,0.012,0.0124,0.0128
