PATRON,1.0041,,mg/L,0.2,0.0002,0.134,0.0001,0.1338,0.1343,0.1341
BLANCO,-0.0043,,mg/L,36.8,0.0002,-0.0006,0.0004,-0.0005,-0.0008,-0.0004
BLANCO REACTIVO,0,,mg/L,19.4,0.0002,-0.001,0.0006,-0.0009,-0.0012,-0.0009
H,0.1198,,mg/L,1.1,0.0002,0.0159,0.0019,0.016,0.0157,0.0161
C1,0.1145,,mg/L,2.1,0.0003,0.0152,0.002,0.0155,0.0149,0.0153
C2,0.1122,,mg/L,1.6,0.0002,0.0149,0.0017,0.0151,0.0147,0.015
PATRON,0.2049,,mg/L,1.4,0.0004,0.0273,0.001,0.0274,0.0276,0.0269
BLANCO,0.0002,,mg/L,>100,0.0002,0,0.0018,0,-0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,14.7,0.0001,-0.001,0.0009,-0.0008,-0.0011,-0.0011
C3,0.1104,,mg/L,1.8,0.0003,0.0147,0.0031,0.0145,0.0146,0.015
C4,0.1028,,mg/L,3.6,0.0005,0.0137,0.0027,0.014,0.0139,0.0131
T,0.0832,,mg/L,1.3,0.0001,0.0111,0.0028,0.011,0.011,0.0112
PATRON,0.2037,,mg/L,3.4,0.0009,0.0271,0.0023,0.0275,0.0261,0.0278
BLANCO,0.0013,,mg/L,>100,0.0004,0.0002,0.0019,0.0004,-0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,6.5,0.0001,-0.0011,0.0011,-0.0012,-0.0012,-0.001
DP1,0.2329,,mg/L,1.7,0.0005,0.031,0.0032,0.0307,0.0317,0.0308
DP2,0.1715,,mg/L,1,0.0002,0.0228,0.0029,0.0226,0.023,0.0229
DP3,0.1071,,mg/L,3.2,0.0005,0.0143,0.0028,0.0139,0.0148,0.0141
PATRON,0.2046,,mg/L,0.3,0.0001,0.0273,0.0024,0.0272,0.0273,0.0272
BLANCO,0.0032,,mg/L,39.3,0.0002,0.0004,0.0018,0.0002,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,14.6,0.0002,-0.001,0.001,-0.001,-0.0012,-0.0009
DP4,0.0968,,mg/L,1.6,0.0002,0.0129,0.0032,0.013,0.013,0.0126
DP5,0.0042,,mg/L,19.6,0.0001,0.0006,0.0031,0.0006,0.0004,0.0007
DP6,0.0095,,mg/L,47,0.0006,0.0013,0.0031,0.0008,0.0011,0.0019
PATRON,0.203,,mg/L,2.8,0.0008,0.0271,0.0022,0.0276,0.0274,0.0262
BLANCO,0.0003,,mg/L,>100,0.0001,0,0.0019,0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,23.1,0.0003,-0.0012,0.001,-0.0014,-0.0013,-0.0009
ELY1,0.1101,,mg/L,2.4,0.0003,0.0147,0.003,0.0143,0.0146,0.015
ELY2,0.097,,mg/L,2.5,0.0003,0.0129,0.0033,0.0126,0.0132,0.0128
ELY3,0.0795,,mg/L,2,0.0002,0.0106,0.0031,0.0105,0.0104,0.0108
PATRON,0.2051,,mg/L,0.9,0.0003,0.0273,0.0024,0.0276,0.0273,0.0271
BLANCO,0.0014,,mg/L,85,0.0002,0.0002,0.0021,0.0002,0.0003,0
BLANCO REACTIVO,0,,mg/L,32.3,0.0002,-0.0007,0.0007,-0.0007,-0.001,-0.0005
ELY4,0.065,,mg/L,4.4,0.0004,0.0086,0.0026,0.0085,0.0091,0.0084
ELY5,0.0529,,mg/L,2.2,0.0002,0.007,0.0028,0.0072,0.0069,0.0069
PATRON,0.2029,,mg/L,1.3,0.0003,0.027,0.0019,0.0273,0.0271,0.0267
BLANCO,-0.0037,,mg/L,88.4,0.0004,-0.0005,0.0018,-0.001,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,30.8,0.0003,-0.0008,0.0007,-0.0007,-0.0011,-0.0007
