PATRON,0.9937,,mg/L,0.9,0.0012,0.1356,0.0004,0.1359,0.1343,0.1367
BLANCO,-0.0021,,mg/L,>100,0.0005,-0.0003,-0.0005,-0.0009,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,41.9,0.0004,-0.001,-0.0012,-0.0006,-0.0014,-0.0011
H KCA PO,0.0324,,mg/L,12.7,0.0006,0.0045,0.0006,0.0042,0.0041,0.0051
H KCA PO,0.0331,,mg/L,4.2,0.0002,0.0046,0.0005,0.0046,0.0044,0.0048
H KCA PO,0.0336,,mg/L,7.3,0.0003,0.0046,0.0019,0.0048,0.0043,0.0049
PATRON,1.009,,mg/L,0.8,0.0012,0.1377,0.0007,0.1364,0.138,0.1387
H KCA PO,0.0323,,mg/L,10.4,0.0005,0.0045,0.0021,0.0047,0.0039,0.0048
H KCA PO,0.0352,,mg/L,7.1,0.0003,0.0049,0.0015,0.0051,0.0045,0.0051
PATRON,1.014,,mg/L,0.4,0.0005,0.1384,0.0009,0.1381,0.139,0.138
BLANCO,0.0012,,mg/L,>100,0.0002,0.0002,-0.0006,-0.0001,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,55.5,0.0007,-0.0013,-0.0012,-0.0019,-0.0005,-0.0015
M1 PO,0.0306,,mg/L,10.3,0.0004,0.0042,0.0023,0.0039,0.0047,0.0041
M2 PO,0.0241,,mg/L,17.9,0.0006,0.0033,0.0024,0.004,0.0031,0.0029
M3 PO,0.0324,,mg/L,13.2,0.0006,0.0045,0.0015,0.0041,0.0042,0.0052
M4 PO,0.0274,,mg/L,7.8,0.0003,0.0038,0.0024,0.0039,0.004,0.0035
PATRON,0.9867,,mg/L,0.6,0.0008,0.1347,0.0012,0.135,0.1338,0.1352
P KCA PO,0.0287,,mg/L,6.6,0.0003,0.004,0.0014,0.0038,0.0043,0.0038
PATRON,1.0091,,mg/L,0.4,0.0006,0.1377,0.0009,0.1371,0.1383,0.1376
BLANCO,0.0032,,mg/L,>100,0.0004,0.0004,-0.0006,0.0009,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,12.1,0.0002,-0.0013,-0.0013,-0.0012,-0.0015,-0.0012
CELDA 8,0.0123,,mg/L,11.8,0.0002,0.0017,0.0019,0.0019,0.0016,0.0016
CANAL,0.1883,,mg/L,1.1,0.0003,0.026,0.0018,0.0258,0.0263,0.0259
FASE 1,0.0082,,mg/L,57.5,0.0007,0.0011,0.0023,0.0018,0.0005,0.0012
FASE 2,0.0006,,mg/L,>100,0.0006,0.0001,0.0021,0.0008,-0.0003,-0.0003
FASE 3,0.001,,mg/L,>100,0.0001,-0.0001,0.0024,-0.0003,0,0
VSP NORTE,0.0866,,mg/L,3.3,0.0004,0.012,0.0026,0.012,0.0124,0.0116
CELDA 8.1,0.0087,,mg/L,23.5,0.0003,0.0012,0.0016,0.001,0.0015,0.0011
CELDA 8.2,0.001,,mg/L,>100,0.0006,-0.0001,0.0019,-0.0002,0.0006,-0.0006
CELDA 8.3,0.0033,,mg/L,>100,0.0006,0.0005,0.0017,0.0006,0.0009,-0.0002
S. RICA,0.001,,mg/L,>100,0.0005,-0.0003,0.0019,-0.0002,0.0001,-0.0008
PATRON,0.9863,,mg/L,0.2,0.0002,0.1346,0.0004,0.1344,0.1347,0.1348
BLANCO,-0.0057,,mg/L,13.1,0.0001,-0.0008,0.0001,-0.0008,-0.0007,-0.0009
BLANCO REACTIVO,0,,mg/L,14.2,0.0003,-0.0021,-0.0013,-0.0018,-0.0023,-0.0023
H KCA PE,0.0072,,mg/L,37.4,0.0004,0.001,0.0028,0.0006,0.0012,0.0012
H KCA PE,0.0071,,mg/L,42.5,0.0004,0.001,0.0028,0.0014,0.0006,0.0009
H KCA PE,0.0071,,mg/L,9.9,0.0001,0.001,0.003,0.001,0.0011,0.0009
PATRON,1.0016,,mg/L,0.9,0.0012,0.1367,0.0016,0.138,0.1367,0.1355
H KCA PE,0.0056,,mg/L,41.4,0.0003,0.0008,0.0031,0.0009,0.001,0.0004
H KCA PE,0.0094,,mg/L,75.7,0.001,0.0013,0.0025,0.0018,0.0019,0.0002
PATRON,0.9895,,mg/L,0.6,0.0008,0.1351,0.0018,0.1351,0.1343,0.1358
BLANCO,0.0074,,mg/L,78.6,0.0008,0.001,0,0.0018,0.001,0.0002
BLANCO REACTIVO,0,,mg/L,18.7,0.0003,-0.0017,-0.0015,-0.002,-0.0014,-0.0016
M1 PE,0.0049,,mg/L,>100,0.0007,0.0007,0.0023,0.0012,0.001,-0.0001
M2 PE,0.0017,,mg/L,>100,0.0007,0.0002,0.0027,0.001,-0.0001,-0.0002
M3 PE,0.0032,,mg/L,>100,0.0006,0.0004,0.0025,0.0011,0.0001,0.0001
M4 PE,0.0062,,mg/L,86.8,0.0007,0.0009,0.0023,0.0008,0.0016,0.0001
PATRON,0.9968,,mg/L,2.2,0.003,0.1361,0.0007,0.139,0.136,0.1331
P KCA PE,0.0058,,mg/L,41.8,0.0003,0.0008,0.0023,0.0011,0.0004,0.0009
PATRON,0.9863,,mg/L,0.9,0.0012,0.1346,0.0007,0.136,0.1337,0.1342
BLANCO,0.0013,,mg/L,>100,0.0005,0.0002,-0.0003,-0.0003,0.0006,0.0002
BLANCO REACTIVO,0,,mg/L,14.4,0.0002,-0.0016,-0.0019,-0.0018,-0.0014,-0.0017
ELY 1,0.004,,mg/L,23.7,0.0001,0.0006,0.0022,0.0007,0.0005,0.0005
ELY 2,0.005,,mg/L,32.2,0.0002,0.0007,0.002,0.0009,0.0005,0.0007
ELY 3,0.0117,,mg/L,46.6,0.0008,0.0016,0.0016,0.0023,0.0008,0.0018
ELY 4,0.0069,,mg/L,22.9,0.0002,0.0009,0.0019,0.001,0.0011,0.0007
PATRON,0.9933,,mg/L,0.7,0.0009,0.1356,0.0007,0.1362,0.1345,0.1361
ELY P,0.0111,,mg/L,31.1,0.0005,0.0015,0.0017,0.0012,0.0013,0.0021
PATRON,1.0069,,mg/L,0.4,0.0005,0.1374,0.0007,0.1376,0.1368,0.1379
BLANCO,-0.0001,,mg/L,>100,0.0005,0,0.0001,0.0001,0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,13.1,0.0002,-0.0017,-0.0017,-0.0014,-0.0018,-0.0018
NOROESTE,0.0507,,mg/L,0.9,0.0001,0.007,0.0015,0.0069,0.0071,0.007
TRITURADORA,0.0145,,mg/L,43.3,0.0009,0.002,0.0015,0.0019,0.0012,0.0029
VICTORIA,0.0015,,mg/L,>100,0.0004,0.0002,0.0021,0.0001,0.0007,-0.0002
CELDA 1,0.0021,,mg/L,>100,0.0006,0.0003,0.002,0.0001,0.001,-0.0003
CELDA 2,0.0031,,mg/L,70,0.0003,0.0004,0.0016,0.0005,0.0001,0.0007
CELDA 3,0.0062,,mg/L,>100,0.001,0.0009,0.0017,0.0004,0.0002,0.002
