PATRON,5.034,,mg/L,5.2,0.0552,1,1,1,0.0571,0.0567,0.0519
BLANCO,-0.0202,,mg/L,32.4,-0.0002,1,1,1,-0.0001,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,5.7,-0.0009,1,1,1,-0.0009,-0.0009,-0.0008
FASE 1,0.0165,,mg/L,53.2,0.0002,1,1,1,0.0001,0.0002,0.0003
FASE 2,0.0349,,mg/L,38,0.0004,1,1,1,0.0003,0.0006,0.0003
FASE 3,0.0393,,mg/L,28.3,0.0004,1,1,1,0.0003,0.0006,0.0005
VSP NORTE,0.0199,,mg/L,47.9,0.0002,1,1,1,0.0001,0.0002,0.0003
CELDA 8.1,0.0165,,mg/L,56.7,0.0002,1,1,1,0.0003,0.0001,0.0002
CELDA 8.2,0.0138,,mg/L,69,0.0002,1,1,1,0.0003,0.0001,0.0001
CELDA 8.3,0.0243,,mg/L,36.3,0.0003,1,1,1,0.0003,0.0003,0.0002
PATRON,4.961,,mg/L,0.5,0.0545,1,1,1,0.0548,0.0544,0.0542
BLANCO,-0.0126,,mg/L,>100,-0.0001,1,1,1,-0.0002,-0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,1.5,-0.0012,1,1,1,-0.0012,-0.0011,-0.0012
