PATRON,0.1966,,mg/L,4.2,0.0107,-0.0021,1,1,1,0.0111,0.0102,0.0109
BLANCO,0.0025,,mg/L,29.5,0.0013,-0.0008,1,1,1,0.0012,0.0017,0.0009
BLANCO REACTIVO,0,,mg/L,58.8,0.0004,-0.0016,1,1,1,0.0003,0.0002,0.0007
CELDA 8,0.0068,,mg/L,27.6,0.0009,0.0028,1,1,1,0.0006,0.0009,0.0011
CANAL,0.013,,mg/L,29.6,0.0012,0.0015,1,1,1,0.0009,0.0016,0.0011
FASE 1,0.0288,,mg/L,37.5,0.002,0.0013,1,1,1,0.0014,0.0029,0.0018
PATRON,0.1966,,mg/L,8,0.0107,-0.0024,1,1,1,0.0109,0.0098,0.0115
FASE 2,0.0342,,mg/L,17.1,0.0023,0.0022,1,1,1,0.0018,0.0026,0.0025
FASE 3,0.0186,,mg/L,2.6,0.0015,0.0022,1,1,1,0.0014,0.0015,0.0015
PATRON,0.2093,,mg/L,4.8,0.0114,-0.0029,1,1,1,0.0108,0.0119,0.0115
BLANCO,0.0073,,mg/L,47.1,0.0009,-0.0019,1,1,1,0.0005,0.0008,0.0013
BLANCO REACTIVO,0,,mg/L,70,0.0004,-0.0019,1,1,1,0.0005,0.0001,0.0007
VSP NORTE,0.0409,,mg/L,15,0.0026,0.0025,1,1,1,0.0023,0.003,0.0026
CELDA 8.1,0.0078,,mg/L,92.7,0.0009,0.0027,1,1,1,0.0003,0.0006,0.0019
CELDA 8.2,0.0136,,mg/L,54.7,0.0012,0.002,1,1,1,0.0008,0.0008,0.002
CELDA 8.3,-0.0022,,mg/L,14.7,0.0004,0.0048,1,1,1,0.0005,0.0004,0.0004
PATRON,0.1984,,mg/L,6,0.0108,-0.0027,1,1,1,0.0113,0.0101,0.0111
S. RICA,-0.0232,,mg/L,>100,0,0.0046,1,1,1,0.0002,-0.0002,0.0001
PATRON,0.1966,,mg/L,2.3,0.0109,-0.003,1,1,1,0.0111,0.0107,0.0107
BLANCO,-0.0085,,mg/L,54.6,0.0007,-0.0025,1,1,1,0.0004,0.0012,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0002,1,1,1,-0.0002,0.0008,0
TRITURADORA,0.01,,mg/L,13.9,0.0016,0.0021,1,1,1,0.0017,0.0018,0.0014
VICTORIA,0.0015,,mg/L,2.8,0.0012,0.0023,1,1,1,0.0012,0.0012,0.0012
CELDA 1,0.01,,mg/L,34.3,0.0016,0.0024,1,1,1,0.0013,0.0023,0.0013
CELDA 2,0.0029,,mg/L,26.8,0.0013,0.0032,1,1,1,0.0009,0.0015,0.0015
CELDA 3,0.0092,,mg/L,10.2,0.0016,0.0022,1,1,1,0.0015,0.0018,0.0015
CELDA 4A,0.0045,,mg/L,26.4,0.0014,0.003,1,1,1,0.001,0.0013,0.0017
CELDA 4B,0.0056,,mg/L,13.2,0.0014,0.0035,1,1,1,0.0014,0.0016,0.0012
CELDA 5A,0.0084,,mg/L,20,0.0016,0.0026,1,1,1,0.0013,0.0015,0.0019
CELDA 5B,0.0088,,mg/L,14,0.0016,0.0024,1,1,1,0.0015,0.0018,0.0014
PATRON,0.1941,,mg/L,2.6,0.0107,-0.003,1,1,1,0.011,0.0107,0.0105
BLANCO,-0.0026,,mg/L,61.7,0.001,-0.0018,1,1,1,0.0005,0.0017,0.0008
BLANCO REACTIVO,0,,mg/L,70.8,-0.0003,-0.0001,1,1,1,-0.0003,-0.0006,-0.0001
