PATRON,4.9373,,mg/L,0.3,0.0515,1,1,1,0.0515,0.0516,0.0513
BLANCO,0.0031,,mg/L,>100,0,1,1,1,-0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,5.4,-0.0044,1,1,1,-0.0043,-0.0046,-0.0042
FASE 1,0.0148,,mg/L,>100,0.0002,1,1,1,0.0003,0.0002,0
FASE 2,0.0271,,mg/L,41.4,0.0003,1,1,1,0.0002,0.0004,0.0003
FASE 3,0.0175,,mg/L,18.3,0.0002,1,1,1,0.0002,0.0001,0.0002
VSP NORTE,0.026,,mg/L,46.3,0.0003,1,1,1,0.0004,0.0003,0.0001
CELDA 8.1,0.0159,,mg/L,26,0.0002,1,1,1,0.0001,0.0002,0.0002
CELDA 8.2,0.0116,,mg/L,>100,0.0001,1,1,1,0.0001,0.0003,0
CELDA 8.3,0.0407,,mg/L,28,0.0004,1,1,1,0.0005,0.0003,0.0005
PATRON,4.928,,mg/L,0.9,0.0514,1,1,1,0.0514,0.0518,0.0509
BLANCO,-0.0339,,mg/L,34.6,-0.0004,1,1,1,-0.0004,-0.0002,-0.0004
BLANCO REACTIVO,0,,mg/L,1.7,-0.0047,1,1,1,-0.0047,-0.0048,-0.0046
