PATRON,5.0823,,mg/L,0.3,0.0562,0.0563,0.056,0.0564
BLANCO,0.0122,,mg/L,98.4,0.0001,0.0002,0.0002,0
BLANCO REACTIVO,0,,mg/L,36.7,0.0004,0.0004,0.0002,0.0005
FASE 1,0.0237,,mg/L,15.9,0.0003,0.0003,0.0002,0.0003
FASE 2,0.0139,,mg/L,29.1,0.0002,0.0001,0.0002,0.0002
FASE 3,0.0109,,mg/L,>100,0.0001,0.0001,-0.0001,0.0004
VSP NORTE,0.015,,mg/L,>100,0.0002,0.0003,0,0.0003
CELDA 8.1,0.019,,mg/L,33.5,0.0002,0.0002,0.0001,0.0003
CELDA 8.2,0.0079,,mg/L,85.4,0.0001,0.0001,0.0001,0
CELDA 8.3,0.0195,,mg/L,58.7,0.0002,0.0002,0.0001,0.0004
PATRON,5.0229,,mg/L,0.4,0.0556,0.0555,0.0554,0.0558
BLANCO,-0.0539,,mg/L,21.6,-0.0006,-0.0007,-0.0004,-0.0007
BLANCO REACTIVO,0,,mg/L,66.1,0.0002,0.0003,0.0002,0
