Analista,,,,,,,,,
Fecha de inicio,17/03/2023 11:14 a. m.  GMT: 17/03/2023 05:14 p. m.,,,,,,,,
Hoja de trabajo,SA000717-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0105,,mg/L,0.1,0.1289,0.1289,0.129,0.1288
,BLANCO,0.0009,,mg/L,57.4,0.0001,0,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,84.3,0.0001,0.0001,0.0002,0
,SA000692-022,1.0941,,mg/L,2.8,0.0057,0.0057,0.0055,0.0058
,SA000692-023,2.3551,,mg/L,0.6,0.0122,0.0122,0.0121,0.0122
,SA000692-024,0.9084,,mg/L,2.1,0.0047,0.0047,0.0047,0.0046
,SA000692-025,0.1635,,mg/L,8.7,0.0008,0.0009,0.0008,0.0008
,SA000692-026,1.0932,,mg/L,0.1,0.0056,0.0057,0.0056,0.0056
,PATRON,1.0132,,mg/L,0.9,0.1293,0.1298,0.1301,0.1279
,SA000692-027,0.8449,,mg/L,1.3,0.0044,0.0043,0.0044,0.0044
,SA000692-028,0.6503,,mg/L,3.2,0.0034,0.0033,0.0035,0.0033
,PATRON,1.0109,,mg/L,0.5,0.129,0.1284,0.1296,0.1289
,BLANCO,-0.0001,,mg/L,>100,0,0,0.0002,-0.0002
,BLANCO REACTIVO,0,,mg/L,61.5,0,0,0,-0.0001
