PATRON,5.0294,,mg/L,0.5,0.0991,0.0987,0.099,0.0996
BLANCO,-0.0008,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,24.6,-0.0003,-0.0004,-0.0002,-0.0002
H,4.3581,,mg/L,0.7,0.0861,0.0855,0.0867,0.086
C1,4.4088,,mg/L,0.3,0.087,0.0867,0.0872,0.0872
C2,4.3588,,mg/L,0.6,0.0861,0.0855,0.0866,0.0861
PATRON,5.0393,,mg/L,1,0.0993,0.1003,0.0993,0.0983
BLANCO,-0.0192,,mg/L,18.3,-0.0004,-0.0003,-0.0004,-0.0004
BLANCO REACTIVO,0,,mg/L,10.3,-0.0008,-0.0008,-0.0007,-0.0007
C3,4.424,,mg/L,0.4,0.0873,0.0874,0.0869,0.0877
C4,4.4096,,mg/L,0.2,0.0871,0.0869,0.087,0.0873
T,4.4061,,mg/L,0.9,0.087,0.0862,0.0877,0.0871
PATRON,5.0618,,mg/L,0.1,0.0997,0.0996,0.0998,0.0998
BLANCO,0.0014,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,11.2,-0.0009,-0.001,-0.0008,-0.0009
ELY1,4.4338,,mg/L,0.1,0.0875,0.0876,0.0874,0.0875
ELY2,4.3412,,mg/L,0.3,0.0857,0.0854,0.0859,0.0859
ELY3,4.3482,,mg/L,0.4,0.0859,0.0862,0.0858,0.0856
PATRON,5.0654,,mg/L,0.9,0.0998,0.1008,0.0994,0.0992
BLANCO,-0.0041,,mg/L,41.9,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,11.5,-0.001,-0.0011,-0.0009,-0.0009
ELY4,4.4032,,mg/L,0.6,0.0869,0.0864,0.0873,0.0871
ELY5,4.3748,,mg/L,0.6,0.0864,0.0863,0.0859,0.0869
PATRON,5.0751,,mg/L,0.6,0.1,0.1007,0.0996,0.0997
BLANCO,-0.0037,,mg/L,>100,-0.0001,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,8.8,-0.001,-0.0009,-0.0011,-0.001
