PATRON,1.0086,,mg/L,1,0.1339,0.1352,0.1326,0.1337
BLANCO,-0.0007,,mg/L,25.3,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,12,0.0004,0.0004,0.0004,0.0004
H,0.2216,,mg/L,0.6,0.0299,0.0299,0.0301,0.0297
C1,0.2173,,mg/L,1.3,0.0293,0.0291,0.0291,0.0298
C2,0.2092,,mg/L,2.5,0.0282,0.0274,0.0287,0.0286
PATRON,0.1975,,mg/L,1,0.0267,0.0266,0.0269,0.0264
BLANCO,-0.0011,,mg/L,26,-0.0002,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,77.5,0.0003,0.0005,0.0001,0.0002
C3,0.1957,,mg/L,0.4,0.0264,0.0263,0.0265,0.0264
C4,0.17,,mg/L,1.5,0.023,0.0233,0.0227,0.0228
T,0.1358,,mg/L,1.2,0.0184,0.0181,0.0184,0.0186
PATRON,0.1998,,mg/L,1.1,0.027,0.0268,0.0268,0.0273
BLANCO,-0.0022,,mg/L,69.1,-0.0003,-0.0004,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,44.8,-0.0005,-0.0004,-0.0003,-0.0007
DP1,0.1974,,mg/L,1.3,0.0266,0.0269,0.0268,0.0262
DP2,0.292,,mg/L,0.3,0.0394,0.0392,0.0394,0.0394
DP3,0.213,,mg/L,0.6,0.0287,0.0289,0.0287,0.0286
PATRON,1.0069,,mg/L,0.3,0.1336,0.1336,0.1341,0.1333
BLANCO,0.0014,,mg/L,25.5,0.0002,0.0002,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,18.9,-0.0005,-0.0005,-0.0006,-0.0004
DP4,0.0737,,mg/L,0.8,0.01,0.01,0.01,0.0099
DP5,0.0206,,mg/L,5.1,0.0028,0.0029,0.0028,0.0026
DP6,0.5371,,mg/L,0.6,0.0721,0.0721,0.0717,0.0725
PATRON,0.9983,,mg/L,2.9,0.1325,0.1358,0.1334,0.1283
BLANCO,0,,mg/L,>100,0,0.0001,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,70.7,-0.0003,-0.0005,-0.0001,-0.0002
ELY1,0.2109,,mg/L,0.5,0.0285,0.0286,0.0283,0.0284
ELY2,0.1971,,mg/L,1.4,0.0266,0.0263,0.027,0.0265
ELY3,0.2842,,mg/L,0.6,0.0383,0.0381,0.0382,0.0386
PATRON,0.2011,,mg/L,1,0.0271,0.0272,0.0274,0.0268
BLANCO,-0.0014,,mg/L,32,-0.0002,-0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,0,-0.0006,-0.0002
ELY4,0.1499,,mg/L,0.4,0.0203,0.0203,0.0202,0.0202
ELY5,0.1033,,mg/L,0.4,0.014,0.0139,0.014,0.014
PATRON,0.9985,,mg/L,0.3,0.1326,0.1329,0.1322,0.1326
BLANCO,-0.0018,,mg/L,73.5,-0.0002,-0.0001,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0002,0,-0.0002
BLANCO,-0.0018,,mg/L,73.5,-0.0002,-0.0001,-0.0004,-0.0002
