PATRON,4.8919,,mg/L,1.7,0.0511,1,1,1,0.0502,0.0514,0.0518
BLANCO,-0.0208,,mg/L,>100,-0.0002,1,1,1,-0.0003,0,-0.0004
BLANCO REACTIVO,0,,mg/L,9.3,-0.0029,1,1,1,-0.0029,-0.0032,-0.0027
FASE 1,0.006,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0003,0
FASE 2,0.0077,,mg/L,>100,0.0001,1,1,1,0.0002,0.0001,-0.0001
FASE 3,0.0102,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0002,0.0002
VSP NORTE,0.0107,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0003,0.0001
CELDA 8.1,0.0109,,mg/L,59.1,0.0001,1,1,1,0.0001,0.0002,0
CELDA 8.2,0.0149,,mg/L,>100,0.0002,1,1,1,0.0003,-0.0001,0.0003
CELDA 8.3,0.0605,,mg/L,51.5,0.0006,1,1,1,0.0003,0.001,0.0006
PATRON,4.9932,,mg/L,0.6,0.0521,1,1,1,0.0525,0.0519,0.052
BLANCO,-0.0384,,mg/L,81.5,-0.0004,1,1,1,0,-0.0007,-0.0006
BLANCO REACTIVO,0,,mg/L,3.6,-0.0034,1,1,1,-0.0035,-0.0034,-0.0033
