PATRON,5.0188,,mg/L,0.6,0.0473,0.0474,0.047,0.0476
BLANCO,-0.0016,,mg/L,>100,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,12.2,-0.0002,-0.0002,-0.0002,-0.0001
FASE 1,0.0179,,mg/L,20.6,0.0002,0.0001,0.0002,0.0002
FASE 2,0.0264,,mg/L,6.1,0.0003,0.0002,0.0002,0.0003
FASE 3,0.0381,,mg/L,16,0.0004,0.0004,0.0003,0.0004
VSP NORTE,0.0255,,mg/L,18,0.0002,0.0002,0.0003,0.0002
CELDA 8.1,0.0449,,mg/L,19.1,0.0004,0.0005,0.0004,0.0003
CELDA 8.2,0.0362,,mg/L,6.1,0.0003,0.0004,0.0003,0.0004
CELDA 8.3,0.0625,,mg/L,15.6,0.0006,0.0005,0.0007,0.0006
PATRON,5.0439,,mg/L,0.1,0.0476,0.0475,0.0476,0.0476
BLANCO,0.0139,,mg/L,50.7,0.0001,0.0002,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,90.1,0,0,0,-0.0001
