Analista,ERIK,,,,,,,,,
Fecha de inicio,13/04/2023 05:28 a. m.  GMT: 13/04/2023 10:28 a. m.,,,,,,,,,
Hoja de trabajo,SA000944-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4997,,mg/L,2.8,0.0165,0.0014,0.0168,0.0159,0.0167
,BLANCO,-0.003,,mg/L,>100,-0.0001,-0.0011,-0.0001,-0.0004,0.0001
,BLANCO REACTIVO,0,,mg/L,9.8,-0.0017,-0.0026,-0.0015,-0.0017,-0.0018
,SA000940-002,0.0815,,mg/L,2.4,0.0077,0.0016,0.0076,0.0079,0.0075
,SA000940-003,0.2054,,mg/L,1.3,0.0193,-0.0023,0.0195,0.0195,0.0191
,SA000940-004,0.1426,,mg/L,1.4,0.0134,-0.0022,0.0135,0.0132,0.0136
,PATRON,0.4954,,mg/L,1.2,0.0163,0.0013,0.0165,0.0163,0.0161
,SA000940-007,0.1358,,mg/L,2.1,0.0128,0.001,0.0131,0.0126,0.0126
,SA000940-008,0.0424,,mg/L,6.5,0.004,0.0012,0.0037,0.0042,0.0041
,SA000940-009,0.1844,,mg/L,1.5,0.0173,0.001,0.0171,0.0172,0.0176
,SA000941-001,0.0689,,mg/L,4.1,0.0065,0.0009,0.0065,0.0068,0.0062
,SA000941-002,0.0838,,mg/L,3.3,0.0079,0.0011,0.0079,0.0076,0.0082
,PATRON,0.4907,,mg/L,1.3,0.0161,0.0015,0.0163,0.0159,0.0162
,BLANCO,-0.0001,,mg/L,>100,0,0.0002,0.0003,-0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,38.6,-0.0009,0.0007,-0.001,-0.0005,-0.0011
,SA000941-003,0.0772,,mg/L,1.1,0.0073,0.0021,0.0073,0.0072,0.0074
,SA000941-005,0.1162,,mg/L,1.6,0.0109,0.002,0.0109,0.0108,0.0111
,SA000941-006,0.1191,,mg/L,1.1,0.0112,0.0019,0.0112,0.0111,0.0113
,SA000941-008,0.1071,,mg/L,2,0.0101,0.0019,0.0102,0.0099,0.0102
,SA000941-011,0.2336,,mg/L,0.8,0.0219,0.0021,0.0221,0.0218,0.0218
,PATRON,0.4957,,mg/L,0.4,0.0163,0.0026,0.0163,0.0163,0.0162
,SA000941-012,0.1942,,mg/L,1.1,0.0183,0.0019,0.0182,0.0181,0.0185
,SA000941-013,0.1204,,mg/L,0.6,0.0113,0.0021,0.0113,0.0114,0.0114
,SA000941-014,0.6378,,mg/L,0.5,0.0591,0.0022,0.0588,0.0593,0.0591
,PATRON,0.494,,mg/L,1.7,0.0162,0.0028,0.016,0.0163,0.0165
,BLANCO,0.0025,,mg/L,>100,0.0001,0.0021,0,0.0002,0
,BLANCO REACTIVO,0,,mg/L,20.9,-0.0014,0.0006,-0.0017,-0.0013,-0.0011
