PATRON,5.117,,mg/L,0.3,0.0569,0.0571,0.0569,0.0567
BLANCO,-0.0113,,mg/L,60.7,-0.0001,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,0.0002,0
FASE 1,0.0069,,mg/L,25.3,0.0001,0.0001,0.0001,0.0001
FASE 2,0.001,,mg/L,18.5,-0.0006,-0.0007,-0.0005,-0.0005
FASE 3,0.001,,mg/L,22.3,-0.0006,-0.0007,-0.0007,-0.0005
VSP NORTE,0.001,,mg/L,33.9,-0.0005,-0.0007,-0.0004,-0.0004
CELDA 8.1,0.001,,mg/L,17.6,-0.0003,-0.0003,-0.0002,-0.0003
CELDA 8.2,0.001,,mg/L,16.3,-0.0005,-0.0005,-0.0004,-0.0006
CELDA 8.3,0.001,,mg/L,25,-0.0003,-0.0003,-0.0003,-0.0004
PATRON,4.9844,,mg/L,8,0.0555,0.0586,0.0576,0.0504
BLANCO,-0.0497,,mg/L,23,-0.0006,-0.0006,-0.0007,-0.0005
BLANCO REACTIVO,0,,mg/L,18.8,-0.0006,-0.0005,-0.0005,-0.0007
