PATRON,5.047,,mg/L,0.2,0.0502,1,1,1,0.0501,0.0501,0.0503
BLANCO,0.0539,,mg/L,20.6,0.0005,1,1,1,0.0007,0.0006,0.0004
BLANCO REACTIVO,0,,mg/L,16.5,0.0005,1,1,1,0.0006,0.0005,0.0004
FASE 1,0.0176,,mg/L,77.7,0.0002,1,1,1,0.0003,0.0001,0.0001
PATRON,4.8856,,mg/L,1.6,0.0486,1,1,1,0.0485,0.0494,0.0479
FASE 2,0.0203,,mg/L,57.5,0.0002,1,1,1,0.0002,0.0003,0.0001
FASE 3,0.0377,,mg/L,53.8,0.0004,1,1,1,0.0005,0.0005,0.0001
PATRON,5.0748,,mg/L,0.6,0.0504,1,1,1,0.0501,0.0507,0.0505
BLANCO,0.0018,,mg/L,>100,0,1,1,1,-0.0001,0.0002,0
BLANCO REACTIVO,0,,mg/L,19.7,0.0005,1,1,1,0.0005,0.0006,0.0004
VSP NORTE,0.0228,,mg/L,7.3,0.0002,1,1,1,0.0002,0.0002,0.0002
CELDA 8.1,0.0455,,mg/L,32.3,0.0005,1,1,1,0.0006,0.0004,0.0003
CELDA 8.2,0.0304,,mg/L,32.9,0.0003,1,1,1,0.0004,0.0003,0.0002
CELDA 8.3,0.3663,,mg/L,2.2,0.0037,1,1,1,0.0037,0.0038,0.0036
PATRON,4.9852,,mg/L,0.9,0.0496,1,1,1,0.0491,0.0496,0.05
BLANCO,0.0165,,mg/L,55.9,0.0002,1,1,1,0.0003,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,17.1,0.0006,1,1,1,0.0007,0.0006,0.0005
