Analista,ACG,,,,,,,,
Fecha de inicio,08/04/2023 06:33 a. m.  GMT: 08/04/2023 12:33 p. m.,,,,,,,,
Hoja de trabajo,SA000905_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9999,,mg/L,0.4,0.1295,0.129,0.1294,0.1301
,BLANCO,0.0005,,mg/L,72.7,0.0001,0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,27.1,0.0002,0.0001,0.0002,0.0002
,SA000905-001,7.581,,mg/L,0.6,0.0403,0.0406,0.0402,0.0401
,SA000905-002,3.3744,,mg/L,0.5,0.0178,0.0179,0.0177,0.0179
,SA000905-003,1.926,,mg/L,1.5,0.0101,0.01,0.0101,0.0103
,SA000905-004,13.2105,,mg/L,0.6,0.0695,0.0695,0.069,0.0699
,SA000905-005,2.2149,,mg/L,1.3,0.0117,0.0115,0.0116,0.0118
,PATRON,0.9998,,mg/L,0.5,0.1295,0.1303,0.1293,0.1289
,SA000905-006,1.7114,,mg/L,0.8,0.0089,0.0089,0.0089,0.009
,SA000905-007,3.148,,mg/L,0.9,0.0168,0.017,0.0167,0.0167
,SA000905-008,2.4429,,mg/L,0.4,0.0129,0.0128,0.0128,0.0129
,SA000905-009,2.4606,,mg/L,0.7,0.0129,0.0128,0.0129,0.013
,SA000905-010,8.1636,,mg/L,0.7,0.0429,0.0427,0.0428,0.0433
,PATRON,1.0021,,mg/L,0.8,0.1298,0.1298,0.1288,0.1308
,BLANCO,0.0002,,mg/L,>100,0,0.0003,-0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,0,0.0001
,SA000905-011,9.0458,,mg/L,0.5,0.048,0.0478,0.0482,0.0481
,SA000905-012,2.473,,mg/L,1.1,0.013,0.0132,0.0129,0.0129
,SA000905-013,2.2942,,mg/L,1.2,0.0121,0.0119,0.0122,0.0121
,SA000905-014,2.1187,,mg/L,0,0.0112,0.0112,0.0112,0.0112
,SA000905-015,0.6321,,mg/L,1.3,0.0033,0.0033,0.0033,0.0034
,PATRON,0.9889,,mg/L,0.2,0.1281,0.1285,0.1279,0.128
,SA000905-016,2.7717,,mg/L,1.3,0.0147,0.0148,0.0148,0.0145
,SA000905-017,3.0062,,mg/L,1.1,0.0159,0.016,0.0161,0.0158
,SA000905-018,2.491,,mg/L,0.7,0.0131,0.0131,0.013,0.0132
,SA000905-019,5.1767,,mg/L,0.8,0.0275,0.0277,0.0272,0.0275
,SA000905-020,3.0677,,mg/L,0.7,0.0161,0.016,0.0162,0.016
,PATRON,1.0046,,mg/L,1,0.1301,0.1289,0.1298,0.1316
,BLANCO,0.0001,,mg/L,>100,0,0.0002,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,67.2,0.0001,0.0001,0.0001,0.0002
,SA000905-021,5.926,,mg/L,1.1,0.0311,0.0307,0.0312,0.0314
,SA000905-022,5.9725,,mg/L,0.3,0.0314,0.0315,0.0313,0.0314
,SA000905-023,-0.0071,,mg/L,>100,0,0,-0.0001,-0.0001
,SA000905-024,2.6978,,mg/L,1.3,0.0144,0.0142,0.0146,0.0144
,SA000905-025,3.3463,,mg/L,0.4,0.0176,0.0177,0.0176,0.0175
,PATRON,1.0071,,mg/L,0.8,0.1304,0.1316,0.1301,0.1295
,SA000905-026,2.355,,mg/L,1,0.0123,0.0124,0.0125,0.0122
,SA000905-027,2.2622,,mg/L,0.7,0.012,0.012,0.012,0.0119
,SA000905-028,3.2862,,mg/L,0.3,0.0176,0.0176,0.0176,0.0177
,SA000905-029,10.3403,,mg/L,0.8,0.0548,0.0543,0.0549,0.0552
,SA000905-030,14.9769,,mg/L,0.7,0.0792,0.0791,0.0798,0.0787
,PATRON,1.0056,,mg/L,0.2,0.1302,0.1299,0.1303,0.1305
,BLANCO,-0.0004,,mg/L,>100,-0.0001,0,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,50.9,0.0001,0.0002,0.0001,0.0002
,SA000905-031,11.8141,,mg/L,0.7,0.0621,0.0621,0.0617,0.0625
,SA000905-032,0.0862,,mg/L,14.1,0.0005,0.0005,0.0004,0.0005
,PATRON,1.0035,,mg/L,0.3,0.13,0.1305,0.1298,0.1296
,BLANCO,0.0003,,mg/L,>100,0,0.0001,0.0001,-0.0001
