PATRON,5.0801,,mg/L,0.9,0.1013,0.1017,0.102,0.1003
BLANCO,-0.0097,,mg/L,36.7,-0.0002,-0.0001,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,27.9,-0.0002,-0.0002,-0.0002,-0.0003
H,4.1198,,mg/L,0.1,0.0822,0.0823,0.0822,0.0822
C1,4.1477,,mg/L,0.8,0.0828,0.0828,0.0834,0.0821
C2,4.1522,,mg/L,0.6,0.0829,0.0826,0.0826,0.0835
PATRON,4.9802,,mg/L,0.7,0.0993,0.0992,0.0987,0.1001
BLANCO,-0.0087,,mg/L,29,-0.0002,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,18.8,-0.0003,-0.0004,-0.0004,-0.0003
C3,4.2435,,mg/L,0.3,0.0847,0.0845,0.0849,0.0847
C4,4.2357,,mg/L,0.7,0.0846,0.0845,0.084,0.0852
T,4.1487,,mg/L,0.5,0.0828,0.0825,0.0827,0.0832
PATRON,4.9757,,mg/L,0.1,0.0993,0.0994,0.0992,0.0991
BLANCO,0.0027,,mg/L,>100,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,22.8,-0.0007,-0.0009,-0.0006,-0.0007
DP1,3.831,,mg/L,1.6,0.0765,0.0777,0.0766,0.0752
DP2,0.7127,,mg/L,0.6,0.0143,0.0143,0.0142,0.0142
DP3,0.2656,,mg/L,1.9,0.0053,0.0054,0.0052,0.0053
PATRON,5.0231,,mg/L,0.2,0.1002,0.1004,0.0999,0.1002
BLANCO,-0.0016,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,20.6,-0.0006,-0.0006,-0.0007,-0.0004
DP4,1.3925,,mg/L,0.3,0.0278,0.0278,0.0278,0.0279
DP5,0.8955,,mg/L,0.4,0.0179,0.0179,0.018,0.0178
DP6,13.4152,,mg/L,0.3,0.2634,0.2628,0.2642,0.2632
PATRON,5.0194,,mg/L,2.7,0.1001,0.1013,0.102,0.0971
BLANCO,-0.0038,,mg/L,>100,-0.0001,0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,10.5,-0.001,-0.0009,-0.0011,-0.0009
ELY1,4.2711,,mg/L,0.1,0.0853,0.0854,0.0852,0.0852
ELY2,4.2405,,mg/L,0.4,0.0846,0.0844,0.0846,0.085
ELY3,4.2259,,mg/L,0.1,0.0844,0.0844,0.0844,0.0842
PATRON,5.0231,,mg/L,0.8,0.1002,0.0993,0.1006,0.1007
BLANCO,-0.0053,,mg/L,71,-0.0001,0,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,6,-0.0011,-0.001,-0.0011,-0.0011
ELY4,4.2082,,mg/L,1.1,0.084,0.0847,0.0843,0.0829
ELY5,4.1034,,mg/L,0.5,0.0819,0.0823,0.0816,0.0818
PATRON,5.072,,mg/L,0.6,0.1012,0.1018,0.1007,0.101
BLANCO,-0.0056,,mg/L,45.3,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,8,-0.0011,-0.0012,-0.0012,-0.001
