PATRON,4.9741,,mg/L,0.8,0.1009,0.1002,0.1018,0.1009
BLANCO,0.0001,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,13.2,-0.0006,-0.0006,-0.0005,-0.0005
H,4.936,,mg/L,0.7,0.1002,0.0993,0.1006,0.1006
C1,4.9396,,mg/L,0.9,0.1003,0.1012,0.1002,0.0994
C2,4.9912,,mg/L,0.5,0.1013,0.1013,0.1018,0.1007
PATRON,4.9512,,mg/L,0.6,0.1005,0.1009,0.0999,0.1007
BLANCO,0.001,,mg/L,>100,0,-0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,15.2,-0.0005,-0.0006,-0.0006,-0.0005
C3,4.9227,,mg/L,0.9,0.0999,0.1009,0.0998,0.0991
C4,4.9637,,mg/L,1,0.1007,0.1018,0.1006,0.0998
T,4.8957,,mg/L,0.4,0.0994,0.099,0.0995,0.0997
PATRON,4.9221,,mg/L,0.3,0.0999,0.0995,0.1001,0.1001
BLANCO,0.0037,,mg/L,>100,0.0001,0.0001,0,0.0002
BLANCO REACTIVO,0,,mg/L,17.8,-0.0005,-0.0004,-0.0006,-0.0005
DP1,0.0729,,mg/L,4.9,0.0015,0.0016,0.0015,0.0014
DP2,0.0947,,mg/L,6.3,0.002,0.0018,0.002,0.002
DP3,0.1995,,mg/L,2.7,0.0041,0.0042,0.0042,0.004
PATRON,4.9332,,mg/L,0.9,0.1001,0.1012,0.0997,0.0995
BLANCO,-0.0007,,mg/L,>100,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,13.6,-0.0005,-0.0004,-0.0006,-0.0006
DP4,0.7353,,mg/L,1.8,0.0151,0.015,0.0149,0.0154
DP5,0.5727,,mg/L,1.5,0.0118,0.0116,0.012,0.0117
DP6,23.2874,,mg/L,0.5,0.4405,0.4388,0.4398,0.4429
PATRON,4.9272,,mg/L,0.7,0.1,0.1,0.0993,0.1007
BLANCO,-0.0017,,mg/L,>100,0,-0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,40,-0.0002,-0.0001,-0.0003,-0.0003
ELY1,4.8768,,mg/L,0.3,0.099,0.0991,0.0993,0.0986
ELY2,4.8301,,mg/L,0.1,0.0981,0.0981,0.0979,0.0982
ELY3,4.8934,,mg/L,0,0.0993,0.0993,0.0993,0.0994
PATRON,4.8978,,mg/L,0.2,0.0994,0.0997,0.0994,0.0992
BLANCO,0.0007,,mg/L,>100,0,0.0001,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,42.7,-0.0002,-0.0003,-0.0002,-0.0001
ELY4,4.8405,,mg/L,0.9,0.0983,0.0972,0.0989,0.0987
ELY5,4.7642,,mg/L,0.7,0.0968,0.0975,0.0965,0.0963
PATRON,4.933,,mg/L,0.5,0.1001,0.1001,0.1007,0.0996
BLANCO,-0.0019,,mg/L,>100,0,0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,19.8,-0.0003,-0.0003,-0.0002,-0.0003
