PATRON,0.4953,,mg/L,0.7,0.06,-0.0007,1,1,1,0.0605,0.0596,0.06
BLANCO,0.0037,,mg/L,31.3,0.0005,-0.0008,1,1,1,0.0006,0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,40.7,0.001,-0.0012,1,1,1,0.001,0.0006,0.0014
H KCA PO,0.0048,,mg/L,60,0.0006,0.0016,1,1,1,0.0007,0.0002,0.0009
H KCA PO,0.0029,,mg/L,31.9,0.0004,0.0017,1,1,1,0.0002,0.0005,0.0004
H KCA PO,-0.0002,,mg/L,>100,0,0.002,1,1,1,-0.0001,-0.0004,0.0004
PATRON,0.4882,,mg/L,0.9,0.0603,-0.0008,1,1,1,0.0607,0.0597,0.0605
H KCA PO,-0.0004,,mg/L,>100,-0.0001,0.0001,1,1,1,-0.0002,-0.0001,0.0001
H KCA PO,-0.0004,,mg/L,>100,0,0.0001,1,1,1,0.0001,-0.0003,0.0001
PATRON,0.4919,,mg/L,0.3,0.0596,-0.0002,1,1,1,0.0595,0.0599,0.0595
BLANCO,0.0051,,mg/L,46.4,0.0006,-0.0009,1,1,1,0.0009,0.0003,0.0007
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0.0003,1,1,1,-0.0008,-0.0002,0.0004
M1 PO,-0.0005,,mg/L,>100,-0.0001,0.0028,1,1,1,-0.0004,0.0004,-0.0002
M2 PO,-0.0027,,mg/L,72.9,-0.0003,0.003,1,1,1,-0.0006,-0.0002,-0.0002
M3 PO,-0.001,,mg/L,>100,-0.0001,0.0028,1,1,1,-0.0001,-0.0005,0.0003
M4 PO,-0.0031,,mg/L,98.1,-0.0004,0.0031,1,1,1,0.0001,-0.0006,-0.0006
PATRON,0.4872,,mg/L,1.1,0.0591,0.0004,1,1,1,0.0597,0.0591,0.0584
P KCA PO,0.0044,,mg/L,35.7,0.0005,0.0027,1,1,1,0.0007,0.0003,0.0006
