Analista,NR,,,,,,,,
Fecha de inicio,10:50 a. m. 11/01/2026  GMT: 04:50 p. m. 11/01/2026,,,,,,,,
Hoja de trabajo,SA007623,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5005,,mg/L,1,0.3,0.0192,0.0003,
Au,BLANCO,0.005,,mg/L,1,>100,0.0002,-0.0017,
Au,BLANCO REACTIVO,0,,mg/L,1,16.4,0.001,-0.001,
Au,SA007623-001,0.3043,,mg/L,1,0.9,0.0499,-0.0012,30.01
Au,SA007623-002,0.0799,,mg/L,1,1.5,0.0132,-0.0016,30.01
Au,SA007623-003,0.0001,,mg/L,1,>100,0,-0.001,3
Au,SA007623-004,0.1602,,mg/L,1,1.9,0.0264,-0.0015,30
Au,SA007623-005,0.174,,mg/L,1,1.8,0.0286,-0.0015,30
Au,PATRON,0.485,,mg/L,1,1.6,0.0186,-0.0006,
Au,SA007623-006,0.254,,mg/L,1,0.3,0.0417,-0.0014,30.02
Au,SA007623-007,0.0037,,mg/L,1,81.4,0.0006,-0.0011,30.01
Au,SA007623-008,0.1245,,mg/L,1,3.1,0.0205,-0.0012,30.02
Au,SA007623-009,0.072,,mg/L,1,3,0.0119,-0.0012,30.01
Au,SA007623-010,0.5008,,mg/L,1,1.1,0.0816,-0.0014,30.01
Au,PATRON,0.4954,,mg/L,1,1.4,0.019,-0.001,
Au,BLANCO,0.0023,,mg/L,1,>100,0.0001,-0.0023,
Au,BLANCO REACTIVO,0,,mg/L,1,16.8,0.0008,-0.0006,
Au,SA007623-011,0.2073,,mg/L,1,1.8,0.0341,-0.0014,30
Au,SA007623-012,0.149,,mg/L,1,2.9,0.0246,-0.0016,30.02
Au,SA007623-013,0.1761,,mg/L,1,0.7,0.029,-0.0012,30
Au,SA007623-014,0.0927,,mg/L,1,2.3,0.0153,-0.0021,30
Au,SA007623-015,0.1884,,mg/L,1,2.3,0.031,-0.0016,30
Au,PATRON,0.4811,,mg/L,1,2.7,0.0185,-0.0005,
Au,SA007623-016,0.1572,,mg/L,1,0.9,0.0259,-0.0006,30.02
Au,SA007623-017,0.0965,,mg/L,1,0.8,0.0159,-0.0006,30.01
Au,SA007623-018,0.3234,,mg/L,1,0.9,0.053,-0.0018,30.01
Au,SA007623-019,0.1224,,mg/L,1,1.3,0.0202,-0.001,30
Au,SA007623-020,0.1691,,mg/L,1,1.2,0.0278,-0.0013,30
Au,PATRON,0.502,,mg/L,1,2.3,0.0193,-0.0008,
Au,BLANCO,0.0064,,mg/L,1,81,0.0002,-0.0016,
Au,BLANCO REACTIVO,0,,mg/L,1,49.8,0.0009,-0.0006,
Au,SA007623-021,0.1874,,mg/L,1,1.1,0.0308,-0.0007,30.01
Au,SA007623-022,0.153,,mg/L,1,1.4,0.0252,-0.0007,30
Au,SA007623-023,0.1529,,mg/L,1,1.6,0.0252,-0.0008,30.01
Au,SA007623-024,0.2659,,mg/L,1,0.1,0.0436,-0.0008,30
Au,SA007623-025,0.1786,,mg/L,1,2.9,0.0294,-0.0008,30
Au,PATRON,0.4974,,mg/L,1,2.3,0.0191,-0.0005,
Au,SA007623-026,0.1663,,mg/L,1,1.5,0.0274,-0.0008,30.01
Au,SA007623-027,0.3026,,mg/L,1,1.7,0.0496,-0.0008,30
Au,SA007623-028,0.2133,,mg/L,1,0.1,0.0351,-0.0011,30.01
Au,SA007623-029,0.2036,,mg/L,1,1,0.0335,-0.0005,30.01
Au,SA007623-030,0.0988,,mg/L,1,1.3,0.0163,-0.0009,30
Au,PATRON,0.5017,,mg/L,1,3,0.0182,0.0004,
Au,BLANCO,0.007,,mg/L,1,88.3,0.0003,-0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,8.9,0.0011,-0.0005,
Au,SA007623-031,0.6751,,mg/L,1,0.8,0.1037,-0.0017,30.01
Au,SA007623-032,0.1402,,mg/L,1,0.7,0.0218,-0.0017,30
Au,PATRON,0.5066,,mg/L,1,0.4,0.0184,-0.0008,
Au,BLANCO,0.0066,,mg/L,1,99.9,0.0002,-0.0011,
Au,BLANCO REACTIVO,0,,mg/L,1,81.3,0.0003,-0.0007,
