PATRON,0.0508,,mg/L,7.3,0.0002,0.0023,-0.0012,0.0025,0.0024,0.0021
BLANCO,-0.0041,,mg/L,9.8,0.0001,-0.0007,0.004,-0.0006,-0.0007,-0.0007
BLANCO REACTIVO,0,,mg/L,66.6,0.0002,-0.0004,0.0002,-0.0001,-0.0006,-0.0004
H KCA PO,0.0479,,mg/L,3.7,0.0001,0.0022,0.0006,0.0022,0.0021,0.0022
H KCA PO,0.0466,,mg/L,5.3,0.0001,0.0021,0.0005,0.002,0.0022,0.0021
H KCA PO,0.0493,,mg/L,6.7,0.0002,0.0023,0.0006,0.0021,0.0022,0.0024
PATRON,0.0472,,mg/L,2.7,0.0001,0.0027,-0.0092,0.0027,0.0028,0.0027
H KCA PO,0.0478,,mg/L,5.3,0.0001,0.0022,0.0004,0.0023,0.0021,0.0022
H KCA PO,0.0478,,mg/L,5.2,0.0001,0.0022,0.0006,0.0021,0.0023,0.0021
PATRON,0.0513,,mg/L,5.1,0.0001,0.0024,-0.0026,0.0022,0.0024,0.0025
BLANCO,0.0027,,mg/L,30,0.0001,-0.0003,-0.0007,-0.0004,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0001,-0.0016,0.0001,-0.0002,-0.0003
M1 PO,0.0473,,mg/L,7,0.0002,0.0021,0.0005,0.0021,0.0023,0.002
M2 PO,0.0362,,mg/L,10.6,0.0002,0.0015,0.0002,0.0016,0.0013,0.0016
M3 PO,0.0305,,mg/L,11.4,0.0001,0.0012,0.0003,0.0012,0.0014,0.0011
M4 PO,0.0224,,mg/L,13.3,0.0001,0.0008,0.0002,0.0007,0.0008,0.0008
PATRON,0.0517,,mg/L,5.1,0.0001,0.0024,-0.0035,0.0023,0.0025,0.0023
P KCA PO,0.0181,,mg/L,26.5,0.0001,0.0005,0.0002,0.0007,0.0006,0.0004
PATRON,0.0466,,mg/L,9.8,0.0003,0.0029,-0.0019,0.0032,0.0028,0.0027
BLANCO,-0.0026,,mg/L,>100,0.0004,0.0004,-0.0003,0,0.0003,0.0008
BLANCO REACTIVO,0,,mg/L,65.6,0.0001,0.0002,-0.0001,0.0001,0.0003,0.0001
CELDA 8,0.0458,,mg/L,7.9,0.0002,0.0026,-0.0068,0.0025,0.0029,0.0025
CANAL,0.0262,,mg/L,7.5,0.0001,0.0016,-0.0069,0.0015,0.0017,0.0018
FASE 1,0.0585,,mg/L,5.5,0.0002,0.0035,0.0021,0.0034,0.0037,0.0034
FASE 2,0.0209,,mg/L,12.2,0.0002,0.0016,0.0023,0.0017,0.0017,0.0014
