PATRON,0.049,,mg/L,6.6,0.0002,0.0025,0.0007,0.0023,0.0025,0.0026
BLANCO,0.0033,,mg/L,>100,0.0002,0.0002,0.0007,0.0001,0.0003,0
BLANCO REACTIVO,0,,mg/L,5,0.0001,0.0023,-0.0016,0.0022,0.0023,0.0025
H KCA PO,0.0581,,mg/L,2.9,0.0001,0.0029,0.0038,0.0029,0.0029,0.003
H KCA PO,0.0571,,mg/L,12.7,0.0004,0.0029,0.0039,0.0027,0.0033,0.0026
H KCA PO,0.0553,,mg/L,8.2,0.0002,0.0028,0.0038,0.003,0.0028,0.0026
PATRON,0.0486,,mg/L,5.3,0.0001,0.0024,0.0007,0.0025,0.0025,0.0023
H KCA PO,0.0592,,mg/L,6.1,0.0002,0.003,0.0037,0.0032,0.0029,0.0028
H KCA PO,0.0542,,mg/L,2,0.0001,0.0027,-0.0005,0.0028,0.0027,0.0027
PATRON,0.0509,,mg/L,5.3,0.0001,0.0026,0,0.0027,0.0025,0.0024
BLANCO,0.0038,,mg/L,86.5,0.0002,0.0002,-0.0002,0.0002,0,0.0003
BLANCO REACTIVO,0,,mg/L,39.4,0.0003,0.0009,0.0003,0.0005,0.001,0.0011
M1 PO,0.0536,,mg/L,8.6,0.0002,0.0027,0.0022,0.0026,0.003,0.0025
M2 PO,0.048,,mg/L,2.5,0.0001,0.0024,0.0022,0.0024,0.0023,0.0024
M3 PO,0.0357,,mg/L,25,0.0004,0.0018,0.0021,0.0022,0.0019,0.0013
M4 PO,0.0319,,mg/L,15.7,0.0003,0.0016,0.0016,0.0015,0.0014,0.0019
PATRON,0.0533,,mg/L,5.4,0.0001,0.0027,-0.0012,0.0026,0.0026,0.0028
P KCA PO,0.021,,mg/L,21.3,0.0002,0.001,0.0015,0.001,0.0009,0.0013
PATRON,0.055,,mg/L,8.1,0.0002,0.0028,-0.0012,0.003,0.0026,0.0026
BLANCO,0.0065,,mg/L,22.9,0.0001,0.0003,-0.0011,0.0004,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,4.1,0.0001,0.0013,-0.0009,0.0012,0.0013,0.0013
CELDA 8,0.0389,,mg/L,2.8,0.0001,0.002,0.0009,0.0019,0.002,0.0019
CANAL,0.1116,,mg/L,1.9,0.0001,0.0056,0.0006,0.0056,0.0057,0.0055
FASE 1,0.0484,,mg/L,9.6,0.0002,0.0024,0.0006,0.0027,0.0022,0.0024
FASE 2,0.0404,,mg/L,14.7,0.0003,0.002,0.0005,0.0018,0.0019,0.0024
FASE 3,0.0352,,mg/L,12.4,0.0002,0.0018,0.0006,0.0015,0.002,0.0018
VSP NORTE,0.0839,,mg/L,4.4,0.0002,0.0042,0.0009,0.0043,0.004,0.0044
CELDA 8.1,0.0402,,mg/L,8.2,0.0002,0.002,-0.0001,0.002,0.0019,0.0022
CELDA 8.2,0.0332,,mg/L,22.4,0.0004,0.0017,-0.0002,0.0018,0.0012,0.0019
CELDA 8.3,0.0278,,mg/L,8.5,0.0001,0.0014,0.0001,0.0013,0.0015,0.0014
PATRON,0.0488,,mg/L,6.6,0.0002,0.0025,-0.0036,0.0023,0.0026,0.0024
BLANCO,0.004,,mg/L,93.4,0.0002,0.0002,-0.0033,0.0003,0,0.0003
BLANCO REACTIVO,0,,mg/L,5.1,0.0001,0.0026,-0.0019,0.0026,0.0028,0.0025
H KCA PE,0.0321,,mg/L,12.6,0.0002,0.0016,-0.0037,0.0014,0.0017,0.0017
H KCA PE,0.0316,,mg/L,12.7,0.0002,0.0016,-0.0028,0.0017,0.0017,0.0014
H KCA PE,0.0372,,mg/L,17.5,0.0003,0.0019,-0.0038,0.0019,0.0022,0.0015
PATRON,0.0466,,mg/L,3.7,0.0001,0.0023,-0.0043,0.0024,0.0024,0.0022
H KCA PE,0.0345,,mg/L,12.3,0.0002,0.0017,-0.004,0.0019,0.0018,0.0015
H KCA PE,0.0325,,mg/L,12.4,0.0002,0.0016,-0.004,0.0015,0.0019,0.0015
PATRON,0.0505,,mg/L,8.9,0.0002,0.0025,-0.0069,0.0023,0.0027,0.0026
BLANCO,0.0061,,mg/L,98,0.0003,0.0003,-0.0068,0,0.0005,0.0005
