Analista,MA,,,,,,,,,,,,
Fecha de inicio,11/09/2024 04:49 a. m.  GMT: 11/09/2024 10:49 a. m.,,,,,,,,,,,,
Hoja de trabajo,SA005468_6,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Ag,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Ag VHAAAg (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.9864,,mg/L,0.1,0.1322,0.0003,,,,0.1321,0.1323,0.1321
,BLANCO,-0.0057,,mg/L,29,-0.0008,-0.0003,,,,-0.0006,-0.0011,-0.0008
,BLANCO REACTIVO,0,,mg/L,96,-0.0004,-0.0003,,,,-0.0006,-0.0008,0
,SA005468-001,5.1346,,mg/L,0.5,0.0297,0.0074,2.04,5,,0.0295,0.0298,0.0298
,SA005468-002,2.544,,mg/L,1.2,0.0145,0.0076,,5,,0.0145,0.0144,0.0147
,SA005468-003,-0.0012,,mg/L,>100,0,0.003,2.01,5,,-0.0002,0.0003,-0.0002
,SA005468-004,2.4273,,mg/L,1,0.0142,0.0078,2.04,5,,0.014,0.0143,0.0142
,SA005468-005,4.2365,,mg/L,0.8,0.0248,0.0076,2.06,5,,0.025,0.0249,0.0246
,PATRON,0.9944,,mg/L,0.8,0.1334,0.001,,,,0.1326,0.133,0.1346
,SA005468-006,-0.1646,,mg/L,17.3,-0.0009,-0.0001,,5,,-0.0011,-0.0007,-0.0009
,SA005468-007,3.2776,,mg/L,0.9,0.0184,0.0091,2.03,5,,0.0186,0.0184,0.0183
,SA005468-008,3.4879,,mg/L,4.9,0.0195,0.009,2.03,5,,0.0205,0.0186,0.0196
,SA005468-009,2.2989,,mg/L,1.4,0.0129,0.0108,2.03,5,,0.0128,0.0129,0.0131
,SA005468-010,2.197,,mg/L,4,0.0123,0.0094,2.02,5,,0.0121,0.0129,0.0119
,PATRON,1.0062,,mg/L,0.3,0.1349,0.0007,,,,0.1353,0.1346,0.1349
,BLANCO,-0.0072,,mg/L,23.1,-0.001,0.0001,,,,-0.0012,-0.0007,-0.0011
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0003,,,,-0.0001,-0.0002,0.0002
,SA005468-011,2.6491,,mg/L,1.9,0.0149,0.01,2.04,5,,0.0149,0.0146,0.0152
,SA005468-012,3.1614,,mg/L,1.8,0.0175,0.0093,2,5,,0.0172,0.0176,0.0178
,SA005468-013,3.3007,,mg/L,2,0.0185,0.0096,2.03,5,,0.0182,0.0184,0.0189
,SA005468-014,6.1689,,mg/L,1.7,0.034,0.0108,2,5,,0.0334,0.0346,0.0341
,SA005468-015,5.9835,,mg/L,0.4,0.0332,0.0108,2.01,5,,0.0333,0.0332,0.033
,PATRON,1.0116,,mg/L,0.5,0.1356,0.0004,,,,0.1351,0.1354,0.1364
,SA005468-016,2.7091,,mg/L,3.5,0.015,0.0098,2,5,,0.0147,0.0156,0.0147
,SA005468-017,2.2934,,mg/L,3.3,0.0129,0.0096,2.03,5,,0.013,0.0132,0.0124
,SA005468-018,2.3578,,mg/L,2.2,0.0133,0.0098,2,5,,0.0129,0.0133,0.0135
,SA005468-019,4.1038,,mg/L,2.6,0.0228,0.0114,2.01,5,,0.0227,0.0223,0.0234
,SA005468-020,6.6086,,mg/L,0.6,0.0369,0.0112,2,5,,0.0371,0.0367,0.0368
,PATRON,1.0005,,mg/L,0.3,0.1342,0.0003,,,,0.1337,0.1343,0.1345
,BLANCO,-0.0002,,mg/L,>100,0,-0.0002,,,,-0.0003,0,0.0002
,BLANCO REACTIVO,0,,mg/L,33,-0.0005,0.0003,,,,-0.0004,-0.0004,-0.0007
,SA005468-021,5.8444,,mg/L,0.5,0.0329,0.0116,2.04,5,,0.0327,0.033,0.033
,SA005468-022,6.1586,,mg/L,0.6,0.0344,0.0114,2.03,5,,0.0342,0.0346,0.0345
,SA005468-023,3.9584,,mg/L,2.4,0.022,0.01,2.01,5,,0.0226,0.0218,0.0216
,SA005468-024,11.4212,,mg/L,0.7,0.0632,0.0087,2.02,5,,0.0627,0.0635,0.0634
,SA005468-025,7.1864,,mg/L,0.7,0.0396,0.0085,2,5,,0.0394,0.0394,0.0399
,PATRON,1.0022,,mg/L,0.6,0.1344,0.0011,,,,0.1345,0.1351,0.1336
,SA005468-026,10.1474,,mg/L,1.6,0.0566,0.0088,2.03,5,,0.0567,0.0556,0.0574
,SA005468-027,0.2312,,mg/L,34.6,0.0013,0.0007,2.02,5,,0.0011,0.001,0.0018
,SA005468-028,13.2026,,mg/L,0.6,0.0726,0.0092,2.01,5,,0.0725,0.0731,0.0721
,SA005468-029,3.4665,,mg/L,2.7,0.0194,0.0067,2.03,5,,0.0196,0.0188,0.0198
,SA005468-030,4.213,,mg/L,1.2,0.0237,0.0062,2.04,5,,0.0235,0.0236,0.0241
,PATRON,1.0023,,mg/L,0.4,0.1344,0.0011,,,,0.1351,0.1342,0.134
,BLANCO,0.0017,,mg/L,>100,0.0002,0.0006,,,,0.0004,0,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0,,,,-0.0006,0.0001,0
,SA005468-031,3.3454,,mg/L,0.9,0.0186,0.0072,2.01,5,,0.0185,0.0185,0.0188
,SA005468-032,3.5179,,mg/L,1.3,0.0197,0.0081,2.02,5,,0.0199,0.0194,0.0196
,PATRON,0.9984,,mg/L,0.9,0.1339,0.0009,,,,0.1347,0.1344,0.1326
,BLANCO,0.0014,,mg/L,>100,0.0002,0,,,,0.0002,-0.0003,0.0007
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,,,,0,-0.0002,0.0004
