PATRON,4.9334,,mg/L,0.7,0.0535,0.0537,0.0538,0.0531
BLANCO,0.0415,,mg/L,12.5,0.0005,0.0004,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,8.8,0.0004,0.0004,0.0004,0.0005
FASE 1,0.0519,,mg/L,10.3,0.0006,0.0005,0.0006,0.0006
FASE 2,0.0452,,mg/L,3.4,0.0005,0.0005,0.0005,0.0005
FASE 3,0.0677,,mg/L,14.6,0.0008,0.0008,0.0006,0.0009
VSP NORTE,0.0523,,mg/L,18.7,0.0006,0.0005,0.0006,0.0007
CELDA 8.1,0.0651,,mg/L,14.2,0.0007,0.0006,0.0008,0.0007
CELDA 8.2,0.0484,,mg/L,11.8,0.0005,0.0005,0.0006,0.0006
CELDA 8.3,0.126,,mg/L,1.5,0.0014,0.0014,0.0014,0.0014
PATRON,4.9283,,mg/L,1,0.0535,0.054,0.053,0.0534
BLANCO,0.0393,,mg/L,14,0.0004,0.0004,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,51.3,-0.0001,-0.0002,-0.0001,-0.0001
