PATRON,4.9934,,mg/L,0.2,0.0991,0.0988,0.0992,0.0993
BLANCO,-0.008,,mg/L,>100,-0.0002,-0.0003,-0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,64.7,-0.0002,-0.0002,-0.0001,-0.0003
H,4.4112,,mg/L,0.5,0.0878,0.0875,0.0883,0.0876
C1,4.4614,,mg/L,0.9,0.0888,0.0891,0.0878,0.0893
C2,4.4211,,mg/L,1.2,0.088,0.088,0.089,0.0869
PATRON,4.9821,,mg/L,0.3,0.0989,0.0992,0.0985,0.0989
BLANCO,0.0021,,mg/L,>100,0,0,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,48,-0.0001,-0.0001,-0.0002,-0.0001
C3,4.3702,,mg/L,0.4,0.087,0.0867,0.0874,0.0869
C4,4.402,,mg/L,1.2,0.0876,0.0877,0.0886,0.0865
T,4.384,,mg/L,0.4,0.0873,0.0874,0.0868,0.0876
PATRON,4.974,,mg/L,0.5,0.0987,0.0993,0.0983,0.0985
BLANCO,-0.0033,,mg/L,>100,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,65.1,-0.0002,-0.0001,-0.0003,-0.0001
DP1,0.3569,,mg/L,2.2,0.0073,0.0071,0.0073,0.0074
DP2,0.2867,,mg/L,0.9,0.0058,0.0059,0.0058,0.0058
DP3,0.7381,,mg/L,0.7,0.015,0.015,0.0149,0.015
PATRON,4.9923,,mg/L,0.2,0.0991,0.0991,0.0989,0.0992
BLANCO,-0.009,,mg/L,25.3,-0.0002,-0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,24,-0.0003,-0.0004,-0.0003,-0.0003
DP4,1.1457,,mg/L,1.2,0.0232,0.0229,0.0233,0.0234
DP5,0.4061,,mg/L,1.8,0.0083,0.0084,0.0083,0.0081
DP6,20.889,,mg/L,0.3,0.3851,0.3839,0.3859,0.3857
PATRON,5.0055,,mg/L,0.3,0.0993,0.0992,0.0996,0.0992
BLANCO,-0.0089,,mg/L,68.3,-0.0002,-0.0003,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,14.5,-0.0004,-0.0004,-0.0003,-0.0004
ELY1,4.4065,,mg/L,0.7,0.0877,0.0875,0.0872,0.0883
ELY2,4.3505,,mg/L,1.4,0.0866,0.0869,0.0853,0.0876
ELY3,4.3582,,mg/L,0.3,0.0867,0.087,0.0868,0.0865
PATRON,4.9983,,mg/L,0.7,0.0992,0.1,0.0986,0.0989
BLANCO,-0.0049,,mg/L,71.7,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,18.5,-0.0006,-0.0005,-0.0006,-0.0007
ELY4,4.3377,,mg/L,0.6,0.0864,0.0861,0.086,0.0869
ELY5,4.3359,,mg/L,0.1,0.0863,0.0863,0.0863,0.0864
PATRON,4.9934,,mg/L,0.2,0.0991,0.0988,0.0992,0.0993
BLANCO,0.0067,,mg/L,56.9,0.0001,0.0002,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,6.7,-0.0006,-0.0005,-0.0006,-0.0006
