PATRON,0.19,,mg/L,12.6,0.0083,-0.0024,1,1,1,0.0096,0.0078,0.0076
BLANCO,-0.0099,,mg/L,>100,0.0004,0.0054,1,1,1,0.0005,0,0.0009
BLANCO REACTIVO,0,,mg/L,10.9,-0.0024,0.0037,1,1,1,-0.0025,-0.0021,-0.0026
CELDA 8,0.0465,,mg/L,8.5,0.0027,0.007,1,1,1,0.0029,0.0027,0.0024
CANAL,0.0359,,mg/L,14.5,0.0023,0.0048,1,1,1,0.002,0.0022,0.0026
FASE 1,0.0513,,mg/L,6.4,0.0029,0.0068,1,1,1,0.0027,0.0029,0.0031
PATRON,0.1915,,mg/L,3.2,0.0084,0.0032,1,1,1,0.0084,0.0081,0.0087
FASE 2,0.0211,,mg/L,30.7,0.0017,0.0077,1,1,1,0.0015,0.0013,0.0023
FASE 3,0.0262,,mg/L,15.1,0.0019,0.0057,1,1,1,0.0022,0.0016,0.0019
PATRON,0.1905,,mg/L,3.4,0.0084,0.0042,1,1,1,0.008,0.0085,0.0086
BLANCO,-0.0055,,mg/L,59.1,0.0006,0.0018,1,1,1,0.0008,0.0009,0.0002
BLANCO REACTIVO,0,,mg/L,21.3,-0.0023,0.0009,1,1,1,-0.002,-0.0029,-0.0021
VSP NORTE,0.0441,,mg/L,29.1,0.0026,0.0036,1,1,1,0.0026,0.0033,0.0018
CELDA 8.1,0.0246,,mg/L,53.6,0.0018,0.0026,1,1,1,0.0007,0.0026,0.0021
CELDA 8.2,0.0213,,mg/L,25.6,0.0017,0.0046,1,1,1,0.0013,0.0022,0.0016
CELDA 8.3,0,,mg/L,53.3,0.0008,0.0083,1,1,1,0.0013,0.0007,0.0005
PATRON,0.1831,,mg/L,5.6,0.0081,0.0034,1,1,1,0.0076,0.0084,0.0083
S. RICA,0.0095,,mg/L,32.7,0.0012,0.0061,1,1,1,0.0013,0.0008,0.0016
PATRON,0.1971,,mg/L,4.6,0.0086,0.002,1,1,1,0.0086,0.0083,0.0091
BLANCO,-0.0043,,mg/L,5.1,0.0007,0.0034,1,1,1,0.0006,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,2.3,-0.0026,0.0038,1,1,1,-0.0026,-0.0027,-0.0026
TRITURADORA,-0.0055,,mg/L,68.5,0.0006,0.0051,1,1,1,0.0003,0.0004,0.0011
VICTORIA,0.0094,,mg/L,40.4,0.0012,0.0046,1,1,1,0.0007,0.0016,0.0014
CELDA 1,0.023,,mg/L,43.7,0.0017,0.0058,1,1,1,0.0013,0.0026,0.0013
CELDA 2,0.0211,,mg/L,26.1,0.0017,0.0038,1,1,1,0.0012,0.0017,0.0021
CELDA 3,0.0102,,mg/L,16.3,0.0012,0.0057,1,1,1,0.0013,0.0014,0.001
CELDA 4A,0.0089,,mg/L,38.8,0.0012,0.0055,1,1,1,0.0009,0.0017,0.0009
CELDA 4B,0.003,,mg/L,39,0.001,0.0071,1,1,1,0.0014,0.0007,0.0007
CELDA 5A,0.0278,,mg/L,31.3,0.0019,0.0063,1,1,1,0.002,0.0013,0.0025
CELDA 5B,0.0209,,mg/L,32,0.0017,0.0044,1,1,1,0.0013,0.0014,0.0023
PATRON,0.1988,,mg/L,11.6,0.0087,0.0009,1,1,1,0.0078,0.0085,0.0098
BLANCO,-0.0111,,mg/L,76.1,0.0004,0.0039,1,1,1,0.0007,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,8.4,-0.0021,0.0011,1,1,1,-0.0019,-0.002,-0.0023
