PATRON,0.049,,mg/L,9.6,0.0022,0.0004,0.0021,0.0024,0.002
BLANCO,0.0112,,mg/L,56.9,0.0003,0.0004,0.0002,0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,12,0.0013,0.0002,0.0013,0.0012,0.0015
H KCA PO,0.0507,,mg/L,4.3,0.0023,0.0034,0.0024,0.0022,0.0023
H KCA PO,0.0545,,mg/L,12.6,0.0025,0.0036,0.0024,0.0028,0.0022
H KCA PO,0.054,,mg/L,12.9,0.0025,0.0034,0.0022,0.0023,0.0028
PATRON,0.0478,,mg/L,2,0.0021,-0.0009,0.0021,0.0021,0.0022
H KCA PO,0.0562,,mg/L,8,0.0026,0.0036,0.0023,0.0026,0.0027
H KCA PO,0.0558,,mg/L,4.9,0.0025,0.0037,0.0024,0.0027,0.0025
PATRON,0.0461,,mg/L,12.7,0.002,-0.0006,0.0019,0.0023,0.0019
BLANCO,0.0035,,mg/L,73.4,-0.0001,-0.0016,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0,0.0003,0.0001
M1 PO,0.0515,,mg/L,24.1,0.0023,0.0035,0.0024,0.0029,0.0017
M2 PO,0.0449,,mg/L,5.8,0.002,0.0029,0.0021,0.0019,0.0019
M3 PO,0.0392,,mg/L,15.9,0.0017,0.0029,0.0019,0.0014,0.0017
M4 PO,0.0299,,mg/L,30.5,0.0012,0.0029,0.0016,0.0011,0.0009
PATRON,0.0521,,mg/L,10.3,0.0024,0.0002,0.0024,0.0021,0.0026
P KCA PO,0.0089,,mg/L,73,0.0002,0,0.0002,0,0.0003
PATRON,0.0476,,mg/L,10.9,0.0021,0.0004,0.0024,0.002,0.002
BLANCO,0.0002,,mg/L,>100,-0.0003,0.0003,-0.0004,0,-0.0005
BLANCO REACTIVO,0,,mg/L,18.8,0.0012,-0.0012,0.0013,0.0014,0.0009
CELDA 8,0.0448,,mg/L,9.3,0.002,0.0036,0.0022,0.0019,0.0019
CANAL,0.0891,,mg/L,1.9,0.0042,0.0032,0.0042,0.0042,0.0043
FASE 1,0.0489,,mg/L,9.8,0.0022,0.0034,0.0024,0.002,0.0021
FASE 2,0.0512,,mg/L,16.9,0.0023,0.0029,0.0019,0.0027,0.0023
FASE 3,0.0482,,mg/L,12.5,0.0022,0.0035,0.0024,0.0019,0.0021
VSP NORTE,0.0466,,mg/L,7.3,0.0021,0.0037,0.0022,0.0019,0.0021
CELDA 8.1,0.0478,,mg/L,10.3,0.0021,0.0025,0.0024,0.0019,0.0021
CELDA 8.2,0.0402,,mg/L,8.6,0.0017,0.0027,0.0017,0.0016,0.0019
CELDA 8.3,0.0385,,mg/L,5.9,0.0017,0.0033,0.0017,0.0016,0.0018
S. RICA,0.0436,,mg/L,7.9,0.0019,0.0024,0.0018,0.0021,0.0019
PATRON,0.0466,,mg/L,13.6,0.0021,-0.002,0.0018,0.0024,0.002
BLANCO,0.0019,,mg/L,45.2,-0.0002,-0.0021,-0.0001,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,9.2,0.0013,-0.0012,0.0013,0.0015,0.0013
H KCA PE,0.0332,,mg/L,7.3,0.0014,0.0013,0.0014,0.0013,0.0015
H KCA PE,0.0306,,mg/L,23.6,0.0013,0.0011,0.0015,0.0013,0.0009
H KCA PE,0.0293,,mg/L,22.4,0.0012,0.0013,0.0014,0.0009,0.0013
PATRON,0.0465,,mg/L,7.2,0.0021,-0.0027,0.0019,0.0022,0.0021
H KCA PE,0.0319,,mg/L,13.4,0.0013,0.0011,0.0014,0.0011,0.0015
H KCA PE,0.0327,,mg/L,8.9,0.0014,0.001,0.0014,0.0013,0.0015
PATRON,0.0488,,mg/L,6.4,0.0022,-0.0027,0.0024,0.0021,0.0021
BLANCO,0.006,,mg/L,>100,0,-0.0027,0.0004,-0.0003,0
BLANCO REACTIVO,0,,mg/L,20,-0.0007,0.0004,-0.0007,-0.0006,-0.0008
M1 PE,0.0291,,mg/L,30.1,0.0012,0.005,0.001,0.001,0.0016
M2 PE,0.0246,,mg/L,14.8,0.001,0.0051,0.0008,0.0009,0.0011
M3 PE,0.0173,,mg/L,45.6,0.0006,0.0049,0.0008,0.0003,0.0006
M4 PE,0.0191,,mg/L,37.8,0.0007,0.0048,0.001,0.0005,0.0006
PATRON,0.0536,,mg/L,3.7,0.0024,0.0012,0.0023,0.0025,0.0024
P KCA PE,0.0109,,mg/L,26.5,0.0003,0.0049,0.0002,0.0003,0.0003
PATRON,0.0472,,mg/L,6.3,0.0021,0.0012,0.002,0.0021,0.0022
BLANCO,0.0024,,mg/L,97.8,-0.0002,0.0012,-0.0004,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,49.1,-0.0004,0.0002,-0.0003,-0.0006,-0.0003
ELY 1,0.021,,mg/L,10.4,0.0008,0.0046,0.0008,0.0008,0.0007
ELY 2,0.0199,,mg/L,11.4,0.0007,0.0046,0.0006,0.0008,0.0007
ELY 3,0.019,,mg/L,28.6,0.0007,0.0043,0.0007,0.0005,0.0009
ELY 4,0.0095,,mg/L,>100,0.0002,0.0044,0.0002,-0.0001,0.0006
PATRON,0.048,,mg/L,5.8,0.0021,0.0005,0.0021,0.0021,0.0023
ELY P,0.0176,,mg/L,44.2,0.0006,0.0047,0.0009,0.0006,0.0003
PATRON,0.0494,,mg/L,11.6,0.0022,0.001,0.0019,0.0023,0.0024
BLANCO,0.0006,,mg/L,85.9,-0.0003,0.001,-0.0005,-0.0003,0
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0004,0.0003,-0.0002
NOROESTE,0.0216,,mg/L,26.9,0.0008,0.0042,0.0009,0.0006,0.001
TRITURADORA,0.0199,,mg/L,9.3,0.0007,0.0035,0.0006,0.0008,0.0007
VICTORIA,0.04,,mg/L,8.3,0.0017,0.0032,0.0016,0.0018,0.0019
CELDA 1,0.0352,,mg/L,31.4,0.0015,0.0041,0.001,0.0019,0.0016
CELDA 2,0.0621,,mg/L,12.4,0.0029,0.0039,0.0025,0.003,0.0031
CELDA 3,0.0247,,mg/L,9.2,0.001,0.0046,0.001,0.0009,0.001
CELDA 4A,0.0262,,mg/L,22.1,0.001,0.0053,0.0013,0.001,0.0008
CELDA 4B,0.0285,,mg/L,20.2,0.0012,0.005,0.0009,0.0014,0.0012
CELDA 5A,0.024,,mg/L,22.6,0.0009,0.0033,0.0007,0.0011,0.001
CELDA 5B,0.0187,,mg/L,13.7,0.0007,0.0033,0.0007,0.0007,0.0006
PATRON,0.0521,,mg/L,4,0.0024,-0.0001,0.0023,0.0025,0.0023
BLANCO,0.0026,,mg/L,>100,-0.0002,-0.0001,-0.0004,-0.0001,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0003,0.0001,0.0003,-0.0001
