PATRON,0.4998,,mg/L,1,0.0645,0.0016,0.0652,0.0643,0.0639
BLANCO,-0.0112,,mg/L,13.3,-0.0014,0.001,-0.0016,-0.0013,-0.0013
BLANCO REACTIVO,0,,mg/L,50.2,-0.0005,0.0002,-0.0003,-0.0003,-0.0007
H KCA PO,-0.0064,,mg/L,39.4,-0.0008,0.004,-0.0006,-0.0012,-0.0007
H KCA PO,-0.009,,mg/L,37.1,-0.0012,0.0042,-0.0015,-0.0013,-0.0007
H KCA PO,-0.016,,mg/L,14.2,-0.002,0.005,-0.0017,-0.0023,-0.0021
PATRON,0.4904,,mg/L,0.3,0.0633,0.0027,0.0633,0.0634,0.0631
H KCA PO,-0.016,,mg/L,10.1,-0.002,0.0049,-0.0023,-0.002,-0.0019
H KCA PO,-0.0134,,mg/L,9.4,-0.0017,0.0043,-0.0016,-0.0016,-0.0019
PATRON,0.4818,,mg/L,0.6,0.0621,0.0025,0.0625,0.0623,0.0617
BLANCO,0.003,,mg/L,>100,0.0004,0.0049,0.0007,0.0005,0
BLANCO REACTIVO,0,,mg/L,29.4,0.0013,-0.0014,0.0009,0.0014,0.0017
M1 PO,-0.0004,,mg/L,>100,-0.0001,-0.0002,-0.0002,0.0001,-0.0001
M2 PO,-0.0014,,mg/L,>100,-0.0002,-0.0001,0.0001,-0.0004,-0.0002
M3 PO,-0.0024,,mg/L,>100,-0.0003,0,-0.0001,0,-0.0008
M4 PO,-0.0041,,mg/L,51.5,-0.0005,0.0001,-0.0007,-0.0006,-0.0002
PATRON,0.4839,,mg/L,1.1,0.0624,-0.0023,0.0632,0.0621,0.062
P KCA PO,-0.0054,,mg/L,82.7,-0.0007,0.0003,0,-0.001,-0.001
PATRON,0.4806,,mg/L,0.4,0.062,-0.0018,0.0622,0.0621,0.0617
BLANCO,-0.0095,,mg/L,10.2,-0.0012,-0.0017,-0.0011,-0.0013,-0.0012
BLANCO REACTIVO,0,,mg/L,53,0.0008,-0.0011,0.0003,0.0009,0.0011
CELDA 8,0.0022,,mg/L,>100,0.0003,0.0002,0.0004,0.0006,-0.0001
CANAL,-0.0038,,mg/L,65.6,-0.0005,0.0008,-0.0004,-0.0008,-0.0002
PATRON,0.4795,,mg/L,0.7,0.0618,-0.0012,0.062,0.0613,0.0622
BLANCO,-0.0043,,mg/L,19.9,-0.0005,-0.0014,-0.0006,-0.0006,-0.0004
BLANCO REACTIVO,0,,mg/L,43,0.0005,-0.001,0.0003,0.0004,0.0007
H KCA PE,0.0002,,mg/L,>100,0,0.0016,0.0004,-0.0003,-0.0001
H KCA PE,-0.0029,,mg/L,>100,-0.0004,0.0019,0.0001,-0.0005,-0.0007
H KCA PE,-0.0042,,mg/L,95.1,-0.0005,0.0021,-0.0004,-0.0001,-0.0011
PATRON,0.4934,,mg/L,1.2,0.0637,-0.0002,0.063,0.0634,0.0645
H KCA PE,-0.0027,,mg/L,>100,-0.0003,0.0021,-0.0007,0,-0.0003
H KCA PE,-0.0034,,mg/L,69.7,-0.0004,0.0021,-0.0006,-0.0006,-0.0001
PATRON,0.499,,mg/L,0.4,0.0644,-0.0011,0.0647,0.0643,0.0641
BLANCO,-0.0012,,mg/L,>100,-0.0002,-0.0014,0.0002,-0.0002,-0.0004
BLANCO REACTIVO,0,,mg/L,96.5,-0.0002,-0.0004,-0.0002,0,-0.0003
M1 PE,-0.0004,,mg/L,>100,0,0.0029,-0.0002,-0.0002,0.0002
M2 PE,-0.0004,,mg/L,>100,0,0.0029,-0.0002,0.0003,-0.0002
M3 PE,0.0025,,mg/L,23.3,0.0003,0.0025,0.0003,0.0004,0.0002
M4 PE,0.0033,,mg/L,40.9,0.0004,0.0023,0.0005,0.0005,0.0002
PATRON,0.4996,,mg/L,0.7,0.0613,0.0008,0.0611,0.0619,0.0611
P KCA PE,0.0022,,mg/L,>100,0.0003,-0.0003,0.0008,-0.0003,0.0003
PATRON,0.502,,mg/L,0.9,0.0616,0.0001,0.0618,0.0621,0.0611
BLANCO,-0.0047,,mg/L,54.7,-0.0006,0.0001,-0.0004,-0.0004,-0.0009
BLANCO REACTIVO,0,,mg/L,90.7,0.0004,-0.0009,0.0007,0,0.0005
ELY 1,0.0001,,mg/L,>100,0,0.0017,-0.0001,0.0002,-0.0001
ELY 2,-0.0017,,mg/L,>100,-0.0002,0.002,-0.0002,0.0001,-0.0005
ELY 3,-0.0026,,mg/L,>100,-0.0003,0.0019,-0.0007,0,-0.0003
ELY 4,-0.0045,,mg/L,90.5,-0.0005,0.0021,-0.0001,-0.0005,-0.001
PATRON,0.4891,,mg/L,0.5,0.06,-0.0001,0.0602,0.0597,0.0602
ELY P,-0.0074,,mg/L,1.1,-0.0009,0.0027,-0.0009,-0.0009,-0.0009
PATRON,0.5008,,mg/L,0.9,0.0615,0,0.0617,0.0608,0.0619
BLANCO,-0.0039,,mg/L,69,-0.0005,-0.0009,-0.0004,-0.0008,-0.0002
BLANCO REACTIVO,0,,mg/L,29.8,-0.0002,-0.0003,-0.0002,-0.0003,-0.0002
