PATRON,5.0058,,mg/L,1.2,0.0538,0.0545,0.0536,0.0532
BLANCO,0.0126,,mg/L,65.8,0.0001,0,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,8.9,0.0011,0.001,0.0011,0.0012
FASE 1,0.0127,,mg/L,37.4,0.0001,0.0001,0.0001,0.0002
FASE 2,0.0587,,mg/L,8.3,0.0006,0.0006,0.0007,0.0007
FASE 3,0.0737,,mg/L,3.9,0.0008,0.0008,0.0008,0.0008
VSP NORTE,0.0547,,mg/L,19,0.0006,0.0007,0.0005,0.0006
CELDA 8.1,0.0773,,mg/L,7.1,0.0008,0.0008,0.0009,0.0008
CELDA 8.2,0.0662,,mg/L,9.6,0.0007,0.0008,0.0007,0.0007
CELDA 8.3,0.1132,,mg/L,2.2,0.0012,0.0012,0.0013,0.0012
PATRON,4.9602,,mg/L,1.3,0.0533,0.0535,0.0525,0.0539
BLANCO,0.0069,,mg/L,63.4,0.0001,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,1.2,0.0018,0.0018,0.0018,0.0017
