PATRON,5.0288,,mg/L,0.4,0.052,1,1,1,0.0521,0.0522,0.0518
BLANCO,0.01,,mg/L,>100,0.0001,1,1,1,0.0001,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,23.6,0.0004,1,1,1,0.0003,0.0004,0.0003
FASE 1,0.0472,,mg/L,39,0.0005,1,1,1,0.0005,0.0007,0.0003
PATRON,4.9551,,mg/L,1.4,0.0513,1,1,1,0.0507,0.051,0.0521
FASE 2,0.0426,,mg/L,50.7,0.0004,1,1,1,0.0007,0.0003,0.0003
FASE 3,0.0323,,mg/L,20.4,0.0003,1,1,1,0.0004,0.0003,0.0004
PATRON,5.1142,,mg/L,1.9,0.0529,1,1,1,0.0518,0.0531,0.0538
BLANCO,0.0101,,mg/L,72.5,0.0001,1,1,1,0.0002,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,19.6,0.0004,1,1,1,0.0004,0.0004,0.0003
VSP NORTE,0.0084,,mg/L,>100,0.0001,1,1,1,0,0.0002,0.0001
CELDA 8.1,0.0423,,mg/L,14.2,0.0004,1,1,1,0.0005,0.0004,0.0004
CELDA 8.2,0.0443,,mg/L,6.5,0.0005,1,1,1,0.0005,0.0005,0.0004
CELDA 8.3,0.216,,mg/L,7.6,0.0023,1,1,1,0.0022,0.0022,0.0025
PATRON,5.1282,,mg/L,0.7,0.053,1,1,1,0.0535,0.0527,0.0529
BLANCO,0.0128,,mg/L,>100,0.0001,1,1,1,0,0.0005,-0.0001
BLANCO REACTIVO,0,,mg/L,34.9,0.0005,1,1,1,0.0004,0.0005,0.0007
