PATRON,5.0268,,mg/L,0.6,0.1,0.0996,0.0997,0.1008
BLANCO,-0.0079,,mg/L,24,-0.0002,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,32.9,-0.0003,-0.0002,-0.0003,-0.0004
H,4.1662,,mg/L,0.2,0.0831,0.083,0.0831,0.0833
C1,4.1812,,mg/L,0.5,0.0834,0.0832,0.0832,0.0839
C2,4.1726,,mg/L,1,0.0833,0.0832,0.0841,0.0824
PATRON,5.0035,,mg/L,0.5,0.0996,0.099,0.1,0.0997
BLANCO,0.0031,,mg/L,>100,0.0001,0,0.0002,0
BLANCO REACTIVO,0,,mg/L,36,-0.0004,-0.0005,-0.0004,-0.0002
C3,4.1702,,mg/L,0.6,0.0832,0.0828,0.0838,0.0831
C4,4.1604,,mg/L,0.5,0.083,0.0835,0.0827,0.0828
T,4.1639,,mg/L,0.7,0.0831,0.0825,0.0831,0.0836
PATRON,5.0298,,mg/L,0.2,0.1001,0.1003,0.1001,0.0999
BLANCO,0.0031,,mg/L,35.2,0.0001,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,15.6,-0.0006,-0.0005,-0.0005,-0.0007
ELY1,4.1765,,mg/L,0.5,0.0833,0.0838,0.0833,0.0829
ELY2,4.1396,,mg/L,0.5,0.0826,0.0823,0.0824,0.0831
ELY3,4.1162,,mg/L,1,0.0821,0.0825,0.0828,0.0812
PATRON,5.0269,,mg/L,1,0.1,0.0991,0.0999,0.1011
BLANCO,-0.0068,,mg/L,22.8,-0.0001,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,6.3,-0.0007,-0.0007,-0.0007,-0.0008
ELY4,4.0804,,mg/L,0.2,0.0814,0.0814,0.0813,0.0816
ELY5,3.6989,,mg/L,0.6,0.0739,0.0735,0.0744,0.0738
PATRON,4.9884,,mg/L,0.8,0.0993,0.0987,0.0989,0.1002
BLANCO,0.0044,,mg/L,>100,0.0001,0,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,16.2,-0.0009,-0.0011,-0.0009,-0.0008
