PATRON,1.0162,,mg/L,1.2,0.0016,0.135,0.0011,1,1,1,0.1347,0.1336,0.1367
BLANCO,-0.0052,,mg/L,17.6,0.0001,-0.0007,0.0002,1,1,1,-0.0006,-0.0007,-0.0008
BLANCO REACTIVO,0,,mg/L,89.8,0.0002,-0.0002,-0.0003,1,1,1,-0.0005,-0.0002,-0.0001
H KCA PO,0.0317,,mg/L,12.8,0.0005,0.0042,0.0019,1,1,1,0.0048,0.004,0.0039
H KCA PO,0.0301,,mg/L,2,0.0001,0.004,0.0018,1,1,1,0.0041,0.0039,0.004
H KCA PO,0.0282,,mg/L,11.8,0.0004,0.0038,0.0023,1,1,1,0.0034,0.0036,0.0043
PATRON,1.0129,,mg/L,0.6,0.0008,0.1346,0.0005,1,1,1,0.1338,0.1346,0.1354
H KCA PO,0.0296,,mg/L,4.6,0.0002,0.0039,0.0019,1,1,1,0.0039,0.0041,0.0038
H KCA PO,0.0316,,mg/L,13.3,0.0006,0.0042,0.0018,1,1,1,0.0037,0.0048,0.0041
PATRON,1.0072,,mg/L,0.6,0.0008,0.1338,0.0011,1,1,1,0.1348,0.1331,0.1336
BLANCO,-0.0051,,mg/L,86.2,0.0006,-0.0007,-0.0004,1,1,1,-0.0012,0,-0.0009
BLANCO REACTIVO,0,,mg/L,21.6,0.0001,-0.0006,-0.0011,1,1,1,-0.0006,-0.0005,-0.0008
M1 PO,0.0299,,mg/L,2.9,0.0001,0.004,0.0022,1,1,1,0.004,0.0041,0.0039
M2 PO,0.0282,,mg/L,8.1,0.0003,0.0038,0.0022,1,1,1,0.0036,0.0036,0.0041
M3 PO,0.0313,,mg/L,6.1,0.0003,0.0042,0.0013,1,1,1,0.0043,0.0043,0.0039
M4 PO,0.0289,,mg/L,13.6,0.0005,0.0039,0.0015,1,1,1,0.0038,0.0044,0.0034
PATRON,1.0085,,mg/L,0.3,0.0003,0.134,0.001,1,1,1,0.1336,0.1342,0.1342
P KCA PO,0.0212,,mg/L,1.9,0.0001,0.0028,0.0023,1,1,1,0.0028,0.0029,0.0028
PATRON,1.0026,,mg/L,0.5,0.0006,0.1332,0.0013,1,1,1,0.1326,0.1339,0.1332
BLANCO,-0.0031,,mg/L,>100,0.0007,-0.0004,0.0001,1,1,1,0.0004,-0.0008,-0.0009
