BLANCO REACTIVO,0,,mg/L,56.8,0.0004,-0.0008,-0.0008,1,1,1,-0.0012,-0.0006,-0.0004
CELDA 8,-0.0012,,mg/L,30,0,-0.0002,0.0026,1,1,1,-0.0001,-0.0001,-0.0002
CANAL,0.0355,,mg/L,3.9,0.0002,0.0047,0.002,1,1,1,0.0047,0.0046,0.0049
FASE 1,0.0009,,mg/L,>100,0.0006,0.0001,0.0022,1,1,1,0.0004,-0.0005,0.0005
FASE 2,-0.0034,,mg/L,90.7,0.0004,-0.0005,0.0025,1,1,1,-0.0009,-0.0004,-0.0001
FASE 3,-0.0008,,mg/L,>100,0.0003,-0.0001,0.0019,1,1,1,0.0002,-0.0004,-0.0001
VSP NORTE,0.0023,,mg/L,>100,0.0005,0.0003,0.0026,1,1,1,0.0009,0,0
CELDA 8.1,0.0117,,mg/L,10.5,0.0002,0.0016,0.0022,1,1,1,0.0017,0.0014,0.0016
CELDA 8.2,0.0036,,mg/L,38.3,0.0002,0.0005,0.0019,1,1,1,0.0004,0.0004,0.0007
CELDA 8.3,-0.0016,,mg/L,>100,0.0004,-0.0002,0.0027,1,1,1,-0.0005,-0.0005,0.0003
S. RICA,0.0006,,mg/L,>100,0.0003,0.0001,0.0023,1,1,1,-0.0002,0.0003,0.0002
PATRON,0.9932,,mg/L,0.5,0.0006,0.132,0.0016,1,1,1,0.1313,0.1326,0.1321
BLANCO,-0.0026,,mg/L,>100,0.0006,-0.0003,0.0001,1,1,1,-0.0003,-0.001,0.0002
BLANCO REACTIVO,0,,mg/L,8.3,0.0001,-0.001,-0.0009,1,1,1,-0.001,-0.0011,-0.001
H KCA PE,0.005,,mg/L,75.7,0.0005,0.0007,0.0021,1,1,1,0.0002,0.0012,0.0006
H KCA PE,0,,mg/L,>100,0.0005,0,0.003,1,1,1,0.0006,-0.0002,-0.0004
H KCA PE,0.0027,,mg/L,72.9,0.0003,0.0004,0.0026,1,1,1,0.0001,0.0005,0.0005
PATRON,1.0042,,mg/L,0.3,0.0004,0.1315,0.0013,1,1,1,0.1311,0.1315,0.1318
H KCA PE,-0.0014,,mg/L,28.5,0.0001,-0.0002,0.0011,1,1,1,-0.0002,-0.0001,-0.0002
H KCA PE,-0.0003,,mg/L,>100,0.0003,0,0.0026,1,1,1,0.0001,0.0002,-0.0004
PATRON,1.0082,,mg/L,0.5,0.0006,0.132,0.0011,1,1,1,0.1327,0.1317,0.1316
BLANCO,-0.0044,,mg/L,32.1,0.0002,-0.0006,0.0003,1,1,1,-0.0006,-0.0004,-0.0008
BLANCO REACTIVO,0,,mg/L,35.2,0.0002,-0.0006,0.0005,1,1,1,-0.0003,-0.0007,-0.0006
M1 PE,0.0057,,mg/L,34.6,0.0003,0.0007,0.003,1,1,1,0.0005,0.0007,0.001
M2 PE,0.0068,,mg/L,21.3,0.0002,0.0009,0.0029,1,1,1,0.0009,0.0007,0.0011
M3 PE,0.0056,,mg/L,31,0.0002,0.0007,0.0028,1,1,1,0.0006,0.001,0.0007
M4 PE,0.0087,,mg/L,24.5,0.0003,0.0011,0.0028,1,1,1,0.001,0.0015,0.001
PATRON,1.0087,,mg/L,0.3,0.0003,0.1321,0.0015,1,1,1,0.1318,0.1324,0.1319
P KCA PE,0.0101,,mg/L,38.3,0.0005,0.0013,0.0025,1,1,1,0.0007,0.0016,0.0016
PATRON,1.0003,,mg/L,0,0.0001,0.131,0.0015,1,1,1,0.131,0.1309,0.131
BLANCO,0.002,,mg/L,>100,0.0003,0.0003,0.0008,1,1,1,-0.0001,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0006,0.0003,-0.0004,1,1,1,0.0006,-0.0004,0.0007
ELY 1,0.0013,,mg/L,>100,0.0003,0.0002,0.002,1,1,1,-0.0002,0.0003,0.0004
ELY 2,0.0013,,mg/L,>100,0.0008,0.0002,0.0012,1,1,1,0.0007,0.0006,-0.0008
ELY 3,0.0031,,mg/L,77.9,0.0003,0.0004,0.0016,1,1,1,0.0001,0.0008,0.0004
ELY 4,0.0013,,mg/L,>100,0.0006,0.0002,0.0018,1,1,1,0.0003,0.0007,-0.0005
PATRON,0.9962,,mg/L,0.2,0.0002,0.1331,0.0009,1,1,1,0.1332,0.1333,0.1329
ELY P,0.0063,,mg/L,35.8,0.0003,0.0008,0.002,1,1,1,0.0005,0.001,0.001
PATRON,0.9972,,mg/L,0.1,0.0001,0.1333,0.0011,1,1,1,0.1333,0.1332,0.1333
BLANCO,0.0036,,mg/L,89.1,0.0004,0.0005,-0.0003,1,1,1,0.0004,0.0001,0.001
BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0003,0.0002,1,1,1,-0.0009,-0.0001,0.0001
NOROESTE,0.0023,,mg/L,>100,0.0005,0.0003,0.0022,1,1,1,0.0008,0.0002,-0.0001
TRITURADORA,0.009,,mg/L,19,0.0002,0.0012,0.0023,1,1,1,0.0012,0.001,0.0014
VICTORIA,0.0093,,mg/L,60.1,0.0007,0.0012,0.0026,1,1,1,0.0016,0.0004,0.0017
CELDA 1,0.0058,,mg/L,66.6,0.0005,0.0008,0.002,1,1,1,0.0012,0.0009,0.0002
CELDA 2,0.0047,,mg/L,77.5,0.0005,0.0006,0.0025,1,1,1,0.0002,0.0005,0.0011
CELDA 3,0.003,,mg/L,44.9,0.0002,0.0004,0.0031,1,1,1,0.0004,0.0006,0.0002
CELDA 4A,0.002,,mg/L,>100,0.0003,0.0003,0.0035,1,1,1,0.0001,0.0006,0.0001
CELDA 4B,0,,mg/L,>100,0.0004,0,0.0037,1,1,1,0.0004,-0.0002,-0.0003
CELDA 5A,0.0104,,mg/L,49.6,0.0007,0.0014,0.0033,1,1,1,0.0013,0.0008,0.0021
CELDA 5B,0.0113,,mg/L,13.7,0.0002,0.0015,0.0037,1,1,1,0.0013,0.0017,0.0015
PATRON,1.0196,,mg/L,1.1,0.0015,0.1362,0.0023,1,1,1,0.135,0.1358,0.1379
BLANCO,-0.0005,,mg/L,>100,0.0002,-0.0001,0.0002,1,1,1,0.0002,-0.0003,0
BLANCO REACTIVO,0,,mg/L,67.3,0.0004,-0.0005,0.0003,1,1,1,-0.0002,-0.0009,-0.0005
