Analista,,,,,,,,,
Fecha de inicio,21/03/2023 09:45 p. m.  GMT: 22/03/2023 03:45 a. m.,,,,,,,,
Hoja de trabajo,SA000735_6-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0073,,mg/L,0.2,0.1324,0.1321,0.1323,0.1327
,BLANCO,0.0052,,mg/L,4.4,0.0007,0.0007,0.0007,0.0007
,BLANCO REACTIVO,0,,mg/L,17.8,0.0007,0.0006,0.0007,0.0008
,SA000729-024,1.5522,,mg/L,0.8,0.0083,0.0083,0.0082,0.0084
,SA000729-025,1.5514,,mg/L,0.5,0.0083,0.0083,0.0083,0.0082
,SA000729-026,1.7483,,mg/L,0.7,0.0094,0.0094,0.0095,0.0094
,SA000729-027,1.1678,,mg/L,2.2,0.0062,0.0061,0.0063,0.0064
,SA000729-028,1.5874,,mg/L,1.5,0.0087,0.0089,0.0086,0.0087
,PATRON,1.0013,,mg/L,0.5,0.1315,0.132,0.1308,0.1317
,SA000729-029,1.9327,,mg/L,1.2,0.0103,0.0102,0.0104,0.0103
,SA000729-030,1.9839,,mg/L,1.4,0.0105,0.0107,0.0104,0.0105
,SA000732-024,18.636,,mg/L,0.3,0.0988,0.0988,0.0985,0.0992
,SA000732-025,21.618,,mg/L,0.3,0.114,0.1137,0.114,0.1143
,SA000732-026,212.942,,mg/L,0.8,0.1131,0.1138,0.1133,0.1121
,PATRON,1.0051,,mg/L,0.4,0.132,0.1319,0.1325,0.1316
,BLANCO,-0.0005,,mg/L,46,-0.0001,-0.0001,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,31.4,-0.0003,-0.0002,-0.0004,-0.0003
,SA000732-027,0.4605,,mg/L,4.3,0.0025,0.0026,0.0024,0.0024
,SA000732-028,25.3495,,mg/L,0.1,0.1339,0.1339,0.134,0.1338
,SA000732-029,31.7577,,mg/L,0.5,0.1667,0.1669,0.1674,0.1659
,SA000732-030,285.571,,mg/L,1.6,0.1498,0.147,0.1507,0.1516
,SA000733-004,51.0674,,mg/L,0.8,0.2607,0.2609,0.2587,0.2626
,PATRON,1.006,,mg/L,0.6,0.1321,0.1313,0.1328,0.1322
,SA000733-006,20.241,,mg/L,0.5,0.1069,0.1065,0.1075,0.1066
,SA000733-007,233.142,,mg/L,0.5,0.1228,0.1222,0.1235,0.1227
,SA000733-008,238.911,,mg/L,0.2,0.1261,0.1263,0.1263,0.1258
,SA000733-010,0.4036,,mg/L,6.4,0.0022,0.0023,0.0021,0.0021
,SA000733-011,7.958,,mg/L,0.4,0.0423,0.0423,0.0422,0.0425
,PATRON,1.0048,,mg/L,0.6,0.1319,0.1322,0.131,0.1327
,BLANCO,0.0005,,mg/L,>100,0.0001,0,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,34.5,-0.0002,-0.0003,-0.0003,-0.0001
,SA000733-012,354.868,,mg/L,1.3,0.1849,0.1826,0.1847,0.1874
,SA000733-013,189.134,,mg/L,0.1,0.1,0.1001,0.0999,0.1
,PATRON,1.0025,,mg/L,0.5,0.1317,0.1313,0.1314,0.1324
,BLANCO,-0.0009,,mg/L,21,-0.0001,-0.0001,-0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,36,-0.0003,-0.0003,-0.0004,-0.0002
