Analista,JS,,,,,,,
Fecha de inicio,12:12 p. m. 18/01/2026  GMT: 06:12 p. m. 18/01/2026,,,,,,,
Hoja de trabajo,SA007720,,,,,,,
Comentario,,,,,,,,
Métodos,Au,,,,,,,
,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,
,,,,,,,,
,PATRON,0.5137,,mg/L,1,0.5,0.0165,
,BLANCO,-0.0057,,mg/L,1,88.6,-0.0002,
,BLANCO REACTIVO,0,,mg/L,1,63.1,0.0005,
,SA007720-001,0.0666,,mg/L,1,2.6,0.0091,30
,SA007720-002,0.146,,mg/L,1,1.6,0.0201,30
,SA007720-003,0.1176,,mg/L,1,0.6,0.0162,30
,SA007720-004,0.0875,,mg/L,1,1.3,0.012,30.01
,SA007720-005,0.1429,,mg/L,1,2.3,0.0197,30.01
,PATRON,0.4964,,mg/L,1,0.9,0.0159,
,SA007720-006,0.1629,,mg/L,1,2.4,0.0225,30
,SA007720-007,0.0382,,mg/L,1,3.2,0.0052,30
,SA007720-008,0.0359,,mg/L,1,4.4,0.0049,30
,SA007720-009,-0.0029,,mg/L,1,88,-0.0004,3
,SA007720-010,0.0708,,mg/L,1,3.1,0.0097,30
,PATRON,0.4794,,mg/L,1,3.9,0.0154,
,BLANCO,0.0049,,mg/L,1,>100,0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,
,SA007720-011,0.0659,,mg/L,1,7.9,0.009,30
,SA007720-012,0.1241,,mg/L,1,1.1,0.0171,30
,SA007720-013,0.3231,,mg/L,1,0.6,0.0452,30
,SA007720-014,1.1339,,mg/L,1,1,0.1635,30
,SA007720-015,0.2289,,mg/L,1,0.3,0.0318,30
,PATRON,0.5111,,mg/L,1,2.8,0.0164,
,SA007720-016,0.2246,,mg/L,1,1.7,0.0312,30
,SA007720-017,0.0015,,mg/L,1,66.3,0.0002,30
,SA007720-018,0.0363,,mg/L,1,4.7,0.005,30.01
,SA007720-019,0.1252,,mg/L,1,2.3,0.0172,30.01
,SA007720-020,0.5445,,mg/L,1,1.4,0.0774,30.01
,PATRON,0.5158,,mg/L,1,1,0.0165,
,BLANCO,-0.0193,,mg/L,1,47.1,-0.0006,
,BLANCO REACTIVO,0,,mg/L,1,18.2,0.0002,
,SA007720-021,0.0459,,mg/L,1,7.9,0.0063,30.01
,SA007720-022,0.0774,,mg/L,1,2.6,0.0106,3
,SA007720-023,0.1659,,mg/L,1,0.4,0.0229,30
,SA007720-024,0.5236,,mg/L,1,0.9,0.0743,30
,SA007720-025,0.1605,,mg/L,1,0.5,0.0222,30
,PATRON,0.4852,,mg/L,1,2.6,0.0155,
,SA007720-026,0.2409,,mg/L,1,1,0.0335,30
,SA007720-027,0.8652,,mg/L,1,1.8,0.1245,30
,SA007720-028,0.7302,,mg/L,1,0.6,0.1047,30
,SA007720-029,0.5395,,mg/L,1,0.7,0.0766,30
,SA007720-030,0.5459,,mg/L,1,1.4,0.0776,30
,PATRON,0.501,,mg/L,1,0.8,0.0161,
,BLANCO,-0.0151,,mg/L,1,52.5,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,
,SA007720-031,0.1419,,mg/L,1,2.4,0.0195,30
,SA007720-032,0.1194,,mg/L,1,2,0.0164,30
,PATRON,0.5163,,mg/L,1,2.8,0.0166,
,BLANCO,-0.0073,,mg/L,1,53.6,-0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,
