Analista,,,,,,,,,
Fecha de inicio,10/04/2023 01:44 a. m.  GMT: 10/04/2023 07:44 a. m.,,,,,,,,
Hoja de trabajo,SA000925REE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9923,,mg/L,1.1,0.1212,0.1222,0.1218,0.1196
,BLANCO,-0.0059,,mg/L,17.7,-0.0007,-0.0007,-0.0008,-0.0006
,BLANCO REACTIVO,0,,mg/L,7.4,-0.0008,-0.0008,-0.0009,-0.0007
,SA000913-027,11.1737,,mg/L,0.2,0.0552,0.0551,0.0553,0.0552
,SA000913-029,3.5235,,mg/L,0.6,0.0174,0.0176,0.0174,0.0174
,SA000913-030,3.1017,,mg/L,1,0.0154,0.0153,0.0153,0.0156
,SA000913-031,15.7433,,mg/L,1.1,0.0776,0.077,0.0771,0.0785
,SA000913-032,6.6368,,mg/L,0.7,0.0328,0.033,0.0326,0.0329
,PATRON,0.9946,,mg/L,0,0.1215,0.1215,0.1215,0.1214
,BLANCO,-0.0022,,mg/L,19.7,-0.0003,-0.0003,-0.0002,-0.0003
,BLANCO REACTIVO,0,,mg/L,5.4,-0.001,-0.001,-0.0011,-0.001
