PATRON,5.0569,,mg/L,1.8,0.0545,0.0556,0.0537,0.0542
BLANCO,0.021,,mg/L,>100,0.0002,0.001,-0.0012,0.0009
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0002,-0.0001,0.0007
FASE 1,0.1212,,mg/L,30.3,0.0013,0.0017,0.0012,0.0009
FASE 2,0.0089,,mg/L,>100,0.0001,-0.0005,0.0005,0.0003
FASE 3,0.3315,,mg/L,3.2,0.0036,0.0037,0.0034,0.0036
VSP NORTE,0.1017,,mg/L,42.9,0.0011,0.0009,0.0007,0.0016
CELDA 8.1,0.1425,,mg/L,24.5,0.0015,0.0015,0.0019,0.0012
CELDA 8.2,0.308,,mg/L,21.8,0.0033,0.0026,0.0034,0.004
CELDA 8.3,-0.0936,,mg/L,>100,-0.001,0.0019,-0.0018,-0.0032
PATRON,4.9785,,mg/L,0.8,0.0536,0.0532,0.0538,0.0539
BLANCO,0.0069,,mg/L,>100,0.0001,0.0002,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,25.2,0.0007,0.0007,0.0009,0.0006
