PATRON,0.996,,mg/L,0.7,0.0009,0.1316,0.0005,0.1316,0.1326,0.1307
BLANCO,0.0018,,mg/L,>100,0.0007,0.0002,-0.0007,0.0001,0.001,-0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0002,-0.0006,0,-0.0008,0.0001
H KCA PO,0.0384,,mg/L,10.9,0.0006,0.0051,-0.0038,0.0054,0.0054,0.0044
H KCA PO,0.0417,,mg/L,6.6,0.0004,0.0055,-0.0043,0.0051,0.0058,0.0056
H KCA PO,0.0371,,mg/L,11,0.0005,0.0049,-0.0036,0.0048,0.0054,0.0044
PATRON,0.98,,mg/L,0.6,0.0008,0.1296,0.0006,0.1302,0.1298,0.1287
H KCA PO,0.0415,,mg/L,0.4,0,0.0055,-0.0043,0.0055,0.0054,0.0055
H KCA PO,0.0416,,mg/L,2.3,0.0001,0.0055,-0.0042,0.0056,0.0056,0.0053
PATRON,1.0036,,mg/L,0.7,0.0009,0.1326,0.0007,0.1317,0.1334,0.1328
BLANCO,-0.0094,,mg/L,84.7,0.0011,-0.0012,-0.0007,-0.0014,-0.0022,-0.0001
BLANCO REACTIVO,0,,mg/L,21,0.0005,-0.0022,-0.0015,-0.0016,-0.0024,-0.0024
M1 PO,0.0374,,mg/L,5.1,0.0003,0.0049,0.0033,0.0051,0.0047,0.005
M2 PO,0.0704,,mg/L,2.3,0.0002,0.0093,0.0028,0.0091,0.0095,0.0093
M3 PO,0.0374,,mg/L,15.5,0.0008,0.0049,0.003,0.005,0.0057,0.0041
M4 PO,0.0351,,mg/L,12.5,0.0006,0.0046,0.0027,0.0043,0.0053,0.0043
PATRON,0.9967,,mg/L,0.7,0.0009,0.1317,0.0022,0.1327,0.1316,0.1309
P KCA PO,0.0325,,mg/L,7.9,0.0003,0.0043,0.0022,0.0047,0.0041,0.0041
PATRON,1.0197,,mg/L,0.6,0.0008,0.1343,0.0013,0.1351,0.1344,0.1335
BLANCO,-0.0015,,mg/L,>100,0.0004,-0.0002,0.0006,-0.0007,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,22.3,0.0006,-0.0025,-0.0015,-0.0032,-0.0021,-0.0022
CELDA 8,0.0124,,mg/L,26.3,0.0004,0.0016,0.0018,0.0019,0.0018,0.0011
CANAL,0.1896,,mg/L,2.5,0.0006,0.025,0.002,0.0246,0.0247,0.0257
FASE 1,0.0108,,mg/L,37.5,0.0005,0.0014,0.0019,0.0008,0.0018,0.0017
FASE 2,0.0057,,mg/L,56.4,0.0004,0.0007,0.0019,0.0003,0.0008,0.0011
