Analista,GGP,,,,,,,,,,,,
Fecha de inicio,04/10/2024 11:59 a. m.  GMT: 04/10/2024 05:59 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005632_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5092,,mg/L,0.9,0.0165,0.0009,,,,0.0166,0.0166,0.0163
,BLANCO,-0.0151,,mg/L,41.2,-0.0005,0.0004,,,,-0.0006,-0.0006,-0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0.0006,,,,-0.0001,-0.0005,0
,SA005632-001,0.117,,mg/L,3.2,0.0108,0.0007,20,,,0.0112,0.0107,0.0105
,SA005632-002,0.2749,,mg/L,0.9,0.0256,0.0007,20,,,0.0255,0.0259,0.0255
,SA005632-003,0.1829,,mg/L,1.4,0.017,0.0009,19.99,,,0.0172,0.0167,0.017
,SA005632-004,0.1967,,mg/L,1.8,0.0182,0.0009,2,,,0.0179,0.0183,0.0186
,SA005632-005,0.1788,,mg/L,2.8,0.0166,0.0021,20,,,0.0171,0.0163,0.0163
,PATRON,0.4994,,mg/L,1.6,0.0162,0.0018,,,,0.0161,0.0165,0.016
,SA005632-006,-0.0005,,mg/L,>100,0,0.0013,2,,,-0.0001,-0.0001,0.0001
,SA005632-007,-0.0015,,mg/L,>100,-0.0001,0.0016,19.99,,,-0.0006,0.0001,0.0001
,SA005632-008,0.207,,mg/L,2,0.0192,0.0017,20,,,0.0189,0.0197,0.0191
,PATRON,0.4866,,mg/L,3.1,0.0158,0.0019,,,,0.0153,0.0157,0.0163
,BLANCO,-0.0058,,mg/L,100,-0.0002,0.001,,,,-0.0004,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,61,-0.0006,0.0013,,,,-0.0005,-0.0003,-0.001
