PATRON,5.0921,,mg/L,1.7,0.0553,1,1,1,0.0563,0.0544,0.0551
BLANCO,-0.006,,mg/L,>100,-0.0001,1,1,1,0,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,4,-0.0026,1,1,1,-0.0027,-0.0027,-0.0025
FASE 1,0.0247,,mg/L,29.5,0.0003,1,1,1,0.0003,0.0002,0.0003
FASE 2,0.0032,,mg/L,>100,0,1,1,1,0.0002,0,-0.0001
FASE 3,0.004,,mg/L,>100,0,1,1,1,-0.0002,0,0.0004
VSP NORTE,0.0062,,mg/L,>100,0.0001,1,1,1,0.0001,0.0002,-0.0001
CELDA 8.1,-0.012,,mg/L,49.7,-0.0001,1,1,1,-0.0002,-0.0001,-0.0001
CELDA 8.2,0.014,,mg/L,>100,0.0002,1,1,1,0.0004,0.0001,0
CELDA 8.3,0.094,,mg/L,5.7,0.001,1,1,1,0.001,0.0011,0.001
PATRON,5.0944,,mg/L,1.1,0.0553,1,1,1,0.0556,0.0557,0.0546
BLANCO,-0.0166,,mg/L,37,-0.0002,1,1,1,-0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,12.4,-0.0012,1,1,1,-0.001,-0.0012,-0.0013
