PATRON,4.8623,,mg/L,0.3,0.0538,0.054,0.0538,0.0537
BLANCO,0.0321,,mg/L,26.6,0.0004,0.0003,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,27.2,0.0005,0.0006,0.0004,0.0004
FASE 1,0.0594,,mg/L,12.7,0.0006,0.0006,0.0007,0.0007
FASE 2,0.0605,,mg/L,2.5,0.0007,0.0007,0.0007,0.0007
FASE 3,0.0752,,mg/L,6.5,0.0008,0.0008,0.0008,0.0009
VSP NORTE,0.0611,,mg/L,3.8,0.0007,0.0007,0.0006,0.0007
CELDA 8.1,0.0787,,mg/L,1.4,0.0009,0.0008,0.0009,0.0009
CELDA 8.2,0.0811,,mg/L,5,0.0009,0.0008,0.0009,0.0009
CELDA 8.3,0.1164,,mg/L,2.8,0.0013,0.0012,0.0013,0.0013
PATRON,4.8827,,mg/L,0.2,0.0523,0.0522,0.0524,0.0524
BLANCO,0.0581,,mg/L,14.3,0.0006,0.0005,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,43.2,0.0005,0.0007,0.0007,0.0003
