Analista,,,,,,,,,
Fecha de inicio,15/03/2023 04:10 p. m.  GMT: 15/03/2023 10:10 p. m.,,,,,,,,
Hoja de trabajo,SA000697-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0118,,mg/L,0.3,0.143,0.1434,0.1425,0.1433
,BLANCO,-0.0002,,mg/L,>100,0,0,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,61.1,0.0002,0.0002,0.0001,0.0004
,SA000665-001,2.3635,,mg/L,0.2,0.0136,0.0136,0.0136,0.0136
,SA000665-004,2.4366,,mg/L,0.6,0.014,0.014,0.0141,0.014
,SA000665-005,2.7522,,mg/L,0.8,0.0159,0.016,0.0157,0.016
,SA000665-006,-0.002,,mg/L,>100,0,0.0001,-0.0001,0
,SA000665-007,4.0162,,mg/L,0.3,0.0232,0.0232,0.0232,0.0231
,PATRON,1.0091,,mg/L,0.5,0.1427,0.1426,0.1434,0.1419
,SA000665-009,5.6188,,mg/L,0.1,0.0326,0.0325,0.0325,0.0326
,PATRON,1.0198,,mg/L,0.8,0.1441,0.1448,0.1428,0.1449
,BLANCO,0,,mg/L,>100,0,0,0,0
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0004,0,0.0001
