PATRON,1.0089,,mg/L,0.5,0.0001,0.0205,0.0204,0.0204,0.0206
BLANCO,0.0063,,mg/L,99.2,0.0001,0.0001,0,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,17.9,0.0001,0.0003,0.0003,0.0004,0.0004
H,0.2206,,mg/L,2.5,0.0001,0.0045,0.0045,0.0044,0.0046
C1,0.2171,,mg/L,0.7,0,0.0044,0.0044,0.0044,0.0044
C2,0.2183,,mg/L,0.7,0,0.0044,0.0044,0.0045,0.0045
PATRON,1.0046,,mg/L,1.3,0.0003,0.0204,0.0205,0.0205,0.0201
BLANCO,0.0029,,mg/L,10.4,0,0.0001,0.0001,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,11.3,0,0.0004,0.0004,0.0004,0.0003
C3,0.2196,,mg/L,2,0.0001,0.0045,0.0045,0.0044,0.0045
C4,0.22,,mg/L,1.2,0.0001,0.0045,0.0045,0.0044,0.0045
T,0.1868,,mg/L,2.4,0.0001,0.0038,0.0037,0.0038,0.0039
PATRON,1.0054,,mg/L,2,0.0004,0.0204,0.0206,0.0199,0.0206
BLANCO,-0.0011,,mg/L,>100,0.0001,0,0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,5.6,0,0.0005,0.0004,0.0005,0.0005
ELY1,0.2086,,mg/L,1.3,0.0001,0.0042,0.0042,0.0042,0.0043
ELY2,0.1998,,mg/L,0.7,0,0.0041,0.004,0.0041,0.0041
ELY3,0.1629,,mg/L,0.9,0,0.0033,0.0033,0.0033,0.0033
PATRON,1.0034,,mg/L,3.3,0.0007,0.0204,0.0208,0.0207,0.0196
BLANCO,0.0069,,mg/L,14.3,0,0.0001,0.0001,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,6.5,0,0.0007,0.0007,0.0006,0.0007
ELY4,0.1332,,mg/L,3.8,0.0001,0.0027,0.0028,0.0027,0.0026
ELY5,0.1188,,mg/L,1,0,0.0024,0.0024,0.0024,0.0024
PATRON,0.9943,,mg/L,4.3,0.0009,0.0202,0.0194,0.02,0.0211
BLANCO,0.0034,,mg/L,>100,0.0001,0.0001,0.0002,0,0
BLANCO REACTIVO,0,,mg/L,8.2,0,0.0004,0.0004,0.0004,0.0004
